OBJECTID,price,m2,rooms_number,market,building_type,floor_no,building_floor,windows_type,heating,build_year,construction,rent,building_ownership,latitude,longitude,building_material,metro_distance,bust_tram_distance,rail_distance,centre_travel_time,park_distance,uniqueID,district_numerical
1871,695000.0,36.0,2,0,0,2,5,1,5,2024,1,500.0,3,52.2263884098,20.8898953113,9,2073.76,119.7,2289.99,22,1980.0,1876,1
14008,835000.0,27.0,2,1,1,11,16,1,5,0,3,0.0,1,52.234693,20.990096,9,520.32,62.46,983.65,7,555.0,14059,17
10355,699000.0,47.0,2,1,1,1,3,1,5,1962,0,840.0,0,52.23745,21.07661,9,2463.42,86.02,2175.72,13,694.0,10391,6
13572,513818.0,25.82,1,0,0,6,6,1,5,2025,1,0.0,0,52.261191,21.0594171021,9,923.85,159.73,625.55,17,278.0,13622,7
739,1389888.0,54.72,2,1,1,3,6,2,5,2018,0,900.0,0,52.23614,21.00817,8,70.93,58.72,1367.99,6,89.0,743,9
4090,1200000.0,68.15,3,1,6,1,4,2,5,1955,0,0.0,0,52.19832,21.01715,1,291.24,201.58,2561.84,12,144.0,4102,4
9266,749000.0,60.2,4,1,1,4,4,1,5,0,2,600.0,3,52.2315976,21.08145185,9,3058.13,200.8,2666.47,14,164.0,9292,6
13973,1540000.0,112.0,3,1,0,3,8,1,5,2005,0,1580.0,0,52.142391,21.056,9,55.02,233.86,4705.29,27,828.0,14024,12
6661,660000.0,40.2,1,1,1,5,5,1,5,2000,1,600.0,0,52.2428982,21.0885564,9,3104.35,191.99,1468.92,15,544.0,6682,6
4882,999000.0,46.0,3,1,1,0,5,1,5,1981,0,0.0,1,52.2191,20.97761,9,1206.19,135.71,812.49,8,562.0,4898,5
6754,1075000.0,64.15,3,1,6,4,4,1,5,1970,0,555.0,0,52.19832,21.01715,9,291.24,201.58,2561.84,12,144.0,6776,4
8237,1059000.0,59.04,4,1,1,2,3,1,2,1986,0,785.0,1,52.1696226692,21.0723821822,1,2846.13,195.97,5830.41,22,728.0,8261,15
3026,632000.0,55.73,2,1,1,1,3,1,5,1952,2,617.0,0,52.20569,21.17779,9,10220.51,148.61,640.72,27,43.0,3035,13
8455,1150000.0,75.18,4,0,0,1,2,1,5,2026,1,0.0,0,52.3011411693,20.9370928651,9,1186.63,100.74,4455.68,19,307.0,8480,3
751,790000.0,47.2,2,1,1,10,10,1,5,1979,0,638.0,0,52.1928354,21.0072453,7,642.04,247.75,1827.69,13,921.0,755,4
6988,1065000.0,63.0,3,1,1,7,7,1,5,2020,0,0.0,0,52.20428,20.88033,9,4422.62,35.93,650.86,25,1047.0,7010,11
10122,560000.0,21.0,1,1,0,5,11,1,5,2020,0,0.0,0,52.22622,20.95569,1,954.53,134.93,428.98,12,495.0,10155,17
2479,695000.0,32.39,1,0,1,1,3,1,5,0,1,0.0,3,52.2649195,21.0418198,9,268.58,55.6,671.3,14,478.0,2487,7
1840,1690000.0,100.0,4,1,0,1,3,1,5,0,3,0.0,0,52.22988,20.91399,9,980.56,88.01,2629.09,21,393.0,1845,1
4731,1620000.0,65.23,3,1,6,0,5,1,5,1939,0,900.0,0,52.2119930315,21.0436334076,1,2010.34,224.47,2629.88,11,283.0,4746,9
1276,2702700.0,163.8,5,1,1,0,5,1,5,2010,1,0.0,0,52.243853139,20.9233999406,1,561.48,378.72,2439.72,22,491.0,1281,1
4460,1625000.0,71.0,3,1,1,2,5,1,5,1997,0,800.0,0,52.1292875,21.0588585,1,506.62,225.82,4626.25,28,1031.0,4472,12
9459,790000.0,53.34,3,1,1,0,4,1,5,1961,2,640.0,0,52.2338069,20.929476,9,713.04,15.24,1985.23,18,609.0,9485,17
7146,550000.0,29.3,1,0,1,5,6,1,5,2025,3,0.0,0,52.19566,20.96236,9,3379.14,50.22,270.2,17,161.0,7168,16
5771,590000.0,47.29,3,1,1,2,4,1,5,1980,2,0.0,0,52.2896954,21.0446005,6,308.8,262.45,2048.52,21,260.0,5791,10
9670,389000.0,18.05,1,1,6,1,4,1,1,1911,2,280.0,0,52.263,21.04398,1,40.42,38.87,537.26,14,643.0,9700,7
10996,339000.0,18.0,1,1,6,1,2,1,1,1938,0,264.0,0,52.25962565,21.0650508578,1,1342.79,211.57,1044.35,16,98.0,11034,7
2265,1150000.0,44.9,2,1,0,4,5,1,5,2014,0,700.0,0,52.25833,20.95306,1,1938.38,389.62,1334.45,16,359.0,2271,18
2665,790000.0,64.0,3,1,1,11,12,1,5,1975,2,0.0,0,52.27097,21.05951,9,510.76,159.65,909.91,17,509.0,2673,10
10879,1350000.0,58.79,4,1,1,0,4,1,5,1962,1,600.0,1,52.2500578606,20.980585886,1,1247.47,115.84,867.15,10,782.0,10915,17
3475,639000.0,27.88,1,1,1,3,4,1,5,1961,3,0.0,3,52.24433,21.00439,1,173.0,47.37,1835.64,8,214.0,3484,9
5968,904420.0,43.1,2,0,0,1,5,1,5,2025,1,0.0,3,52.18181,21.00003,9,1388.43,161.06,905.5,16,1371.0,5988,4
13384,439000.0,28.57,1,1,1,0,3,1,5,2010,3,400.0,0,52.31274,21.07298,9,2729.38,411.1,3900.93,22,862.0,13434,2
1370,1099000.0,62.0,3,1,0,3,5,1,5,2017,0,900.0,0,52.25293,21.08434,9,2828.71,41.56,1582.29,16,379.0,1375,6
741,2242000.0,132.1,4,1,0,2,3,2,5,2001,0,1860.0,0,52.22228195,21.06868531,1,3161.13,98.94,3017.8,11,90.0,745,6
11831,890000.0,49.5,2,1,0,1,3,1,5,2017,0,450.0,3,52.216642,21.174399,9,9527.81,237.76,1068.52,22,760.0,11872,13
12981,3400000.0,62.5,2,1,0,11,54,1,5,2017,0,0.0,0,52.2310435305,21.0024282317,9,288.32,88.61,963.85,6,688.0,13031,9
1189,1137000.0,70.52,4,1,1,1,6,1,5,2024,1,0.0,3,52.2457788354,20.9228886825,1,749.28,215.35,2459.88,20,423.0,1194,1
12567,449000.0,24.7,1,1,1,0,4,1,5,1970,0,500.0,0,52.2391,21.15062,9,7362.73,128.44,1041.16,20,136.0,12612,13
5099,1400000.0,95.0,4,1,1,4,6,1,5,1936,2,0.0,3,52.2530902306,21.0319807812,7,214.11,112.95,591.2,14,62.0,5118,7
1571,799000.0,41.72,2,1,6,0,2,1,5,1954,2,1008.0,0,52.2442487316,20.9933573921,1,475.76,96.08,1639.68,11,483.0,1576,9
8811,639900.0,42.5,2,1,1,3,10,1,5,1974,3,0.0,3,52.28548,21.02999,9,860.18,163.78,1051.91,18,425.0,8836,10
2860,870000.0,56.2,3,1,1,11,12,1,5,1976,0,750.0,0,52.1751507,21.0564687,4,2050.84,276.96,4781.15,21,577.0,2869,4
2128,569783.0,41.59,2,0,1,0,8,1,5,2027,1,0.0,3,52.31893,20.970335,9,4141.45,154.87,1965.3,20,530.0,2134,2
9419,1247000.0,72.0,2,1,1,3,8,1,5,2007,0,1060.0,0,52.14358,21.0338,1,1023.23,55.83,3380.97,22,329.0,9445,12
6960,1350000.0,78.0,3,1,0,5,5,1,5,2015,0,0.0,0,52.24168,21.08406,1,2819.98,122.9,1802.14,14,748.0,6982,6
1982,1299000.0,120.0,5,1,1,1,2,1,2,2024,0,0.0,0,52.1680431768,21.174076662,1,8429.77,500.86,1846.22,25,1231.0,1988,13
4399,1050000.0,125.3,6,0,1,1,2,1,2,2024,1,0.0,0,52.26197,21.15023,9,6439.64,354.15,744.25,20,32.0,4411,8
3577,842356.0,57.35,3,0,1,4,7,1,5,2027,1,0.0,0,52.1993046,20.8788704,9,4955.57,48.97,519.33,24,499.0,3586,11
7774,545000.0,35.0,2,0,1,1,2,1,2,0,0,0.0,0,52.3112729405,21.0758077127,9,2703.69,478.01,3719.35,23,1050.0,7797,2
5091,2750000.0,163.0,5,1,0,2,2,2,2,2007,0,1400.0,0,52.1688552,21.1070882,1,4607.85,63.15,5760.12,24,166.0,5110,15
2058,799000.0,51.42,2,1,1,0,3,1,5,2009,0,0.0,3,52.151035,21.01993,9,1096.79,153.74,2773.79,19,775.0,2064,12
12632,1433000.0,99.6,4,1,1,3,4,1,5,2001,0,1480.0,0,52.3319179,20.9428629655,6,4567.59,39.67,2934.99,26,1583.0,12677,2
4124,1699000.0,85.7,4,1,0,1,3,2,5,2010,0,1450.0,0,52.24091,20.91133,1,191.41,97.39,3218.06,21,548.0,4136,1
3106,1095000.0,44.19,2,1,6,4,9,1,5,0,0,0.0,0,52.2337961497,21.011267663,1,193.61,129.8,1128.53,7,349.0,3115,9
10948,610000.0,36.78,2,1,1,4,7,1,5,1962,2,750.0,0,52.21130487,20.97648453,7,2070.67,32.6,1169.64,11,77.0,10985,5
4897,1180000.0,77.0,3,1,0,1,7,1,5,2008,0,0.0,0,52.1992235474,20.8868799048,9,4734.09,194.86,367.38,24,627.0,4914,11
11221,623944.0,38.26,2,0,1,6,7,1,5,2027,1,0.0,0,52.1993046,20.8788704,9,4955.57,48.97,519.33,24,499.0,11261,11
11203,1920000.0,82.51,3,1,0,2,14,1,5,2013,0,1050.0,0,52.260152,20.977006,9,1114.54,58.63,552.81,13,800.0,11243,18
11683,950000.0,39.0,2,1,1,1,3,2,5,2023,0,690.0,0,52.1550241652,21.0851941479,9,2477.41,361.08,6800.9,23,746.0,11724,15
2914,780000.0,48.0,3,1,1,7,10,1,5,1968,0,707.0,0,52.2360955,21.08153382,4,2831.78,32.23,2306.33,12,645.0,2923,6
8673,1370000.0,150.0,5,1,6,4,5,1,5,1956,0,518.0,0,52.23785,21.0812,1,2739.54,221.24,2200.77,12,841.0,8698,6
11933,1180000.0,74.41,3,1,1,1,1,1,2,2023,0,600.0,0,52.190484902,21.1344930105,6,7535.68,398.44,2791.49,19,747.0,11975,13
10775,773760.0,49.92,3,0,1,1,3,1,2,2025,1,499.2,0,52.284703603,21.0792353591,6,1158.43,273.65,755.05,21,548.0,10811,10
11756,879000.0,61.15,3,1,1,0,10,1,5,1980,2,1000.0,3,52.2391941,20.9406139,4,104.74,82.68,1211.99,16,559.0,11797,17
3572,499000.0,37.0,2,1,1,8,10,2,5,1967,2,590.0,0,52.2909864,20.9400134,9,482.25,179.02,4459.29,21,558.0,3581,3
10600,699000.19,49.0,2,1,1,1,4,1,5,1965,0,840.0,1,52.29587515,20.9420251837,1,983.86,181.15,4379.83,18,220.0,10636,3
563,12900000.0,274.05,4,1,0,1,7,1,5,2016,0,0.0,0,52.20918,21.03575,9,1663.33,245.83,2768.84,11,0.0,567,9
10083,1258000.0,47.5,2,1,6,2,4,1,5,1950,0,840.0,3,52.21681405,21.01798329,1,182.49,121.46,1989.91,9,214.0,10116,9
12552,1750000.0,70.0,3,1,6,1,4,1,5,1933,0,930.0,0,52.24902,21.0092,1,690.97,172.42,1604.87,10,258.0,12597,9
641,599000.0,55.5,3,1,1,1,4,1,5,1972,2,689.0,1,52.232648,21.081781,4,3017.71,273.68,2563.96,13,265.0,645,6
1670,399372.0,28.94,1,0,1,1,2,1,5,2025,1,0.0,0,52.3522606246,21.0389229438,9,6533.32,37.2,4134.02,27,1747.0,1675,2
12513,1735232.0,57.08,2,0,1,2,4,1,5,0,3,0.0,3,52.18633,21.0235,9,417.28,59.83,2583.36,15,251.0,12558,4
2408,797000.0,35.0,2,1,1,2,7,2,5,1954,0,700.0,0,52.20997,20.96727,1,2402.19,117.14,1063.9,14,0.0,2416,5
11751,1290000.0,70.8,3,1,1,1,4,1,5,2013,3,0.0,3,52.23775,21.10628,8,4393.23,116.46,1336.86,15,472.0,11792,6
6619,675000.0,32.0,2,1,1,4,10,1,5,1975,0,411.0,0,52.1748,21.0159,4,690.52,176.61,2064.35,17,881.0,6640,4
3380,669000.0,35.1,2,1,1,4,10,1,5,1991,0,600.0,0,52.277095857,20.9375005609,9,940.83,91.36,3327.94,21,672.0,3389,3
2885,767000.0,62.0,3,1,1,11,12,1,5,0,3,0.0,3,52.24168,21.08406,9,2819.98,122.9,1802.14,14,748.0,2894,6
4149,850000.0,47.71,2,1,1,0,4,1,5,2008,0,630.0,3,52.23614,21.00817,9,70.93,58.72,1367.99,6,89.0,4161,9
9305,1190000.0,35.0,2,1,0,1,4,1,5,0,0,0.0,0,52.2350429,20.9944282759,9,272.25,91.3,1045.08,6,324.0,9331,17
12275,849000.0,38.8,2,1,1,11,15,1,5,1969,3,0.0,3,52.2370548,20.9904504,9,624.01,82.53,1244.71,8,429.0,12317,17
7506,1375000.0,51.25,2,1,0,8,10,2,5,2019,0,0.0,0,52.2576058457,20.9800296184,1,945.65,263.2,551.05,12,604.0,7529,17
10044,790000.0,25.53,1,1,0,6,8,2,5,2023,0,500.0,0,52.1847090717,21.0117988545,6,577.68,168.17,1764.52,15,822.0,10077,4
13532,1249000.0,82.0,5,1,0,3,3,1,5,2001,0,0.0,0,52.14314,21.02381,1,1570.72,28.07,2784.76,20,784.0,13582,12
11154,899000.0,56.18,3,1,0,2,5,1,5,2007,0,0.0,0,52.279113,21.051593,9,487.25,275.91,1647.24,18,563.0,11194,10
3296,1099999.0,68.12,3,1,0,1,4,1,5,2018,0,1000.0,0,52.3078468,20.9938462,8,2695.65,355.02,787.38,19,265.0,3305,2
181,384000.0,25.62,1,0,0,3,5,1,5,2024,1,0.0,0,52.2584405,21.1268743,9,5176.41,51.34,1668.33,21,1672.0,182,8
12048,1350000.0,50.0,3,1,0,1,7,1,5,2014,0,0.0,0,52.25566,21.03515,9,61.88,16.28,277.46,16,281.0,12090,7
3887,595000.0,51.0,3,0,1,1,3,1,5,2024,1,650.0,0,52.3365764,21.0293071,9,4736.59,241.21,2955.04,24,83.0,3896,2
2219,917733.0,51.27,2,0,1,5,11,1,5,2025,1,0.0,0,52.1868096699,21.0632892073,9,2721.15,20.61,5264.14,15,369.0,2225,4
10763,585435.0,37.77,2,0,1,0,3,1,2,2025,1,377.7,0,52.284703603,21.0792353591,6,1158.43,273.65,755.05,21,548.0,10799,10
1956,899000.0,52.0,2,1,0,2,6,1,5,2001,0,1160.0,0,52.225,21.07364,1,3125.24,100.56,2988.48,13,415.0,1961,6
1058,1426250.0,81.5,4,0,1,4,5,1,5,2025,1,0.0,0,52.276398871,21.0118016526,9,1960.36,186.1,737.73,15,881.0,1062,7
8867,1241218.0,67.6,3,0,1,7,7,1,5,2026,3,0.0,0,52.16403,21.00929,9,1226.93,494.17,1514.85,19,279.0,8892,12
3496,570194.0,41.62,2,0,1,1,8,1,5,2027,1,0.0,3,52.31893,20.970335,9,4141.45,154.87,1965.3,20,530.0,3505,2
1400,599000.0,36.5,2,1,1,3,10,1,5,1971,2,650.0,0,52.20314,20.96887,4,2700.72,29.42,721.64,14,342.0,1405,5
9352,990000.0,21.0,1,1,1,11,15,1,5,1967,0,520.0,1,52.2356416393,21.0060618118,9,88.17,111.86,1491.4,5,240.0,9378,9
11602,633000.0,43.08,2,1,1,1,6,1,5,2023,1,500.0,0,52.20645,20.87852,9,4281.22,259.45,760.06,26,1251.0,11643,11
9849,948000.0,63.65,3,1,1,3,3,1,5,1990,0,720.0,0,52.1588256,21.0212254,4,551.18,11.21,2446.48,19,169.0,9881,12
9530,889200.0,59.28,3,1,0,5,5,2,5,2023,1,0.0,0,52.190041,20.9271919,9,5350.83,590.36,441.98,18,2007.84,9556,16
11563,1086500.0,53.0,3,1,1,3,8,1,5,2022,0,1100.0,0,52.22149,20.9078,9,1946.16,341.19,1765.81,19,927.0,11603,1
10827,1999000.0,138.29,5,1,1,3,5,1,5,1998,0,990.0,1,52.1292887,21.060416,1,414.58,212.22,4732.82,27,1116.0,10863,12
12910,539000.0,39.1,1,1,1,1,4,1,3,1980,0,650.0,0,52.214985,21.17634,9,9716.63,454.94,1142.81,23,952.0,12960,13
11019,1335000.0,67.15,3,1,0,9,14,1,5,2020,0,1015.0,0,52.28169115,20.9202902186,9,1199.84,52.71,4546.73,22,1087.0,11057,3
1211,569000.0,31.5,1,1,6,2,3,1,5,0,0,0.0,0,52.19925,21.00863,1,207.4,206.96,2027.29,12,647.0,1216,4
9913,1099999.0,85.01,4,1,1,3,4,1,5,1981,0,0.0,0,52.14863,21.0519,6,298.17,164.52,4735.09,25,996.0,9945,12
3756,1150000.0,72.0,3,1,0,1,5,1,5,2015,0,650.0,0,52.2637427219,21.0426202568,1,144.58,89.45,614.71,14,576.0,3765,7
2239,2291000.0,53.27,3,0,1,5,8,1,5,2026,1,0.0,0,52.23387136,20.991566814,9,398.79,57.19,890.41,6,543.0,2245,17
5515,916626.0,40.38,2,1,1,1,3,1,5,2024,0,600.0,0,52.1586962,20.99379651,9,2312.53,121.99,912.76,23,294.0,5535,12
10053,420000.0,31.2,1,1,1,4,4,1,3,2007,0,530.0,2,52.1948211,20.9060485163,6,4901.8,219.59,1401.96,21,664.0,10086,11
10305,1199000.0,94.0,3,1,6,4,4,1,2,1934,0,450.0,0,52.2022045,21.0426187,1,2083.36,39.2,3632.95,13,157.0,10341,4
8911,911000.0,70.08,3,1,1,4,5,1,5,2023,3,900.0,0,52.318408,20.96926,9,4049.01,129.16,2053.85,21,570.0,8936,2
7285,625000.0,46.1,3,1,1,8,10,1,5,1972,0,1040.0,1,52.2876,21.03905,9,744.17,86.95,1614.54,19,80.0,7307,10
11765,1990000.0,58.0,2,1,0,3,10,2,5,2008,0,1200.0,0,52.2354744605,21.0065460205,1,64.21,73.99,1464.78,6,222.0,11806,9
11972,1980000.0,90.86,3,1,0,6,6,1,5,2019,0,650.0,0,52.1836721,21.0456837,9,1470.6,10.45,4027.84,15,707.0,12014,4
3885,724000.0,42.11,2,1,0,0,3,1,5,2021,0,350.0,0,52.206705615,20.9360605013,9,3467.47,461.81,344.0,19,1260.0,3894,16
4926,840000.0,47.0,3,1,1,1,4,1,5,0,2,800.0,0,52.23313,21.019,1,420.79,46.81,603.31,5,393.0,4943,9
6741,1050000.0,77.76,3,1,1,3,3,1,5,2010,0,900.0,0,52.3263545,20.9473001,6,4048.65,144.6,2753.77,24,1398.0,6763,2
4640,2099000.0,105.49,3,1,0,0,2,2,5,2019,0,1100.0,0,52.16461,21.11949,9,5022.55,426.2,5184.88,26,404.0,4655,15
4412,850000.0,46.04,2,1,1,5,12,1,5,2008,0,800.0,0,52.156169125,21.0346075644,9,82.09,43.01,3408.31,20,297.0,4424,12
1435,1229000.0,93.0,3,1,1,4,5,2,5,1997,0,1190.0,1,52.18272,21.05579,1,2141.17,44.91,4708.8,17,434.0,1440,4
13996,2280000.0,99.69,3,1,6,3,4,1,5,1935,0,1400.0,1,52.23805,21.02935,1,188.13,84.5,499.38,9,179.0,14047,9
93,950600.0,55.58,3,0,1,2,7,1,5,2026,1,0.0,0,52.1964004701,20.9520403439,9,4009.69,397.94,945.05,19,719.0,93,16
7573,1100000.0,43.0,2,1,6,4,5,1,5,1953,0,720.0,0,52.2228253,21.0143816,1,355.78,8.67,1513.7,4,474.0,7596,9
12452,494000.0,37.04,2,0,0,3,5,1,5,2024,1,400.0,0,52.2584714,21.1268676,1,5174.73,54.78,1669.95,21,1671.0,12497,8
12064,1862000.0,41.36,2,0,1,7,8,1,5,2026,1,0.0,0,52.23387136,20.991566814,9,398.79,57.19,890.41,6,543.0,12106,17
10285,765000.0,41.0,2,1,0,1,8,1,5,2012,0,770.0,0,52.23,21.08,3,3074.24,267.77,2866.11,14,172.0,10321,6
7783,514000.0,35.0,2,0,1,2,2,1,2,2024,0,0.0,0,52.3110105676,21.0755502207,9,2669.83,465.65,3691.65,23,1027.0,7806,2
12440,3080000.0,78.41,4,1,0,2,6,1,5,2010,0,1400.0,0,52.2415,21.02632,9,348.53,88.67,877.61,10,97.0,12485,9
5459,550000.0,37.4,2,1,1,2,4,1,5,1970,2,650.0,0,52.1970884,20.9751901,9,2502.49,309.36,546.58,16,339.0,5479,5
2681,870000.0,51.69,2,1,1,2,3,1,5,2000,0,755.0,3,52.26086,20.93369,9,2264.88,155.23,2362.25,22,272.0,2689,1
6578,712000.0,46.8,2,1,6,0,2,1,0,1937,0,500.0,0,52.2405371,21.1009874,1,3980.95,40.77,1103.61,14,416.0,6599,6
13260,1445000.0,65.69,3,1,1,9,16,1,5,2009,0,1000.0,0,52.2458432,20.9614873,6,901.37,76.99,171.24,17,363.0,13310,17
10582,549000.0,28.08,1,1,1,6,10,1,5,1985,0,500.0,1,52.2318968,20.9545982,6,699.38,109.47,316.88,14,80.0,10618,17
11278,502560.0,41.88,2,0,1,1,2,1,5,2025,1,0.0,0,52.3522606246,21.0389229438,9,6533.32,37.2,4134.02,27,1747.0,11318,2
13667,772752.0,56.82,3,1,1,4,4,1,2,2022,1,560.0,0,52.32899,21.00768,0,4090.92,836.36,1565.08,24,1511.0,13717,2
8024,1052000.0,47.8,1,1,0,3,15,1,5,2021,0,800.0,0,52.22734,20.95627,9,848.08,45.83,298.41,14,422.0,8047,17
5497,699000.0,33.6,1,1,6,4,4,2,5,1959,0,500.0,0,52.1899919,21.0016905,1,982.63,50.92,1476.53,14,1138.0,5517,4
3323,920000.0,45.5,2,1,0,2,3,2,5,2016,0,700.0,0,52.1605322,21.0800656,7,2575.45,289.22,6369.5,23,579.0,3332,15
1085,778000.0,62.3,3,1,1,3,4,1,5,1977,0,0.0,1,52.1928642028,20.8631155329,4,6122.03,177.72,472.74,28,739.0,1090,11
429,2350000.0,100.0,3,1,0,3,7,1,5,2004,3,0.0,0,52.2536024009,20.98903129,1,562.28,120.24,617.33,11,108.0,432,9
4398,1299000.0,136.0,5,0,1,1,3,1,3,2024,1,0.0,3,52.2036265321,21.1177566111,8,6843.47,294.06,3064.24,16,1139.0,4410,13
5358,910000.0,68.7,4,1,1,3,9,1,5,1980,3,900.0,3,52.15277,21.04401,9,314.43,250.19,4141.13,22,473.0,5378,12
4210,1805797.0,67.13,3,0,0,2,3,1,5,2024,1,0.0,0,52.20876,21.04461,9,2209.71,265.91,2986.99,13,435.0,4222,4
4879,550000.0,35.5,1,1,6,1,4,1,5,1937,0,550.0,0,52.28458,21.03519,1,1026.96,135.61,1191.11,21,447.0,4895,10
3523,920000.0,44.16,2,1,0,5,7,1,5,2019,0,750.0,0,52.1758841243,20.9906163265,7,2262.08,144.77,542.89,19,837.0,3532,4
5749,853000.0,68.3,3,1,1,1,4,2,2,1996,2,747.0,0,52.23626,21.13143,1,6110.09,282.83,292.46,18,952.0,5769,13
7448,959040.0,72.0,4,0,1,7,8,1,5,2024,3,0.0,0,52.30095,21.04685,9,972.59,278.66,2432.07,24,659.0,7471,10
409,859000.0,36.9,1,1,1,1,8,1,5,2020,0,530.0,0,52.25812,20.96859,9,1507.98,92.56,336.07,15,667.0,411,18
6632,980000.0,52.91,2,1,1,3,3,1,5,1982,0,785.0,1,52.1408973,21.0533892,4,170.68,222.63,4482.04,27,585.0,6653,12
1609,730000.0,47.6,3,1,1,2,3,1,5,1961,0,830.0,0,52.22911,20.953,4,965.28,107.72,339.44,13,126.0,1614,17
6293,690000.0,53.4,3,1,1,1,13,1,5,1972,0,900.0,1,52.2849,21.02442,4,968.74,149.84,865.93,18,737.0,6314,10
12328,1077962.0,62.8,3,0,0,4,5,1,5,2026,1,0.0,0,52.2541139,21.0742249,8,2165.54,52.21,1362.75,15,226.0,12370,6
3426,819000.0,47.5,2,1,1,8,10,1,5,1980,0,750.0,0,52.1405831,21.0490898,4,455.92,282.31,4192.4,26,404.0,3435,12
6153,895000.0,51.4,2,1,6,2,3,1,5,1954,0,917.0,0,52.2014,21.031,1,1293.15,58.92,3561.99,12,147.0,6174,4
13444,532500.0,35.5,1,0,1,1,5,1,5,2025,3,0.0,0,52.3096,21.0723,6,2412.38,547.34,3561.1,21,855.0,13494,2
11925,514000.0,35.0,2,0,1,1,4,1,5,0,3,0.0,3,52.3118493402,21.0753769567,9,2737.85,547.36,3785.6,23,1035.0,11966,2
9046,1590000.0,107.3,5,1,1,2,3,2,5,2015,0,1200.0,0,52.20534,20.89377,9,3931.9,152.89,283.32,22,580.0,9072,16
6888,499900.0,28.0,1,1,1,6,10,1,5,1965,0,0.0,1,52.24765,20.95617,9,1101.04,23.81,238.84,16,461.0,6910,17
950,1149000.0,81.2,3,1,1,0,6,1,5,2010,0,0.0,0,52.27664,20.94819,1,549.03,35.03,2812.74,19,420.0,954,3
2953,722000.0,53.65,2,1,1,1,2,1,2,1956,0,721.0,0,52.19512,20.88379,1,5236.32,33.9,120.27,25,228.0,2962,11
3551,619000.0,38.0,2,1,1,6,10,1,5,1970,0,0.0,0,52.28238,21.06537,9,220.79,392.46,1112.66,20,285.0,3560,10
8440,712500.0,47.5,2,1,1,6,8,1,5,1983,0,780.0,3,52.1599662,21.0380097,4,437.43,133.54,3527.08,21,467.0,8465,12
8385,509000.0,22.97,1,1,6,4,4,1,5,1939,1,0.0,0,52.234693,20.990096,6,520.32,62.46,983.65,7,555.0,8409,17
10166,1790000.0,106.0,4,1,1,0,7,1,5,1995,0,2200.0,3,52.249952,21.040277,7,315.47,118.0,614.26,10,642.0,10199,7
6166,949000.0,49.0,2,1,0,10,11,2,5,2009,0,870.0,0,52.20025,20.96483,9,3047.2,125.1,379.67,18,311.0,6187,5
5763,495000.0,32.4,1,1,1,6,11,1,5,1970,2,0.0,1,52.2963862659,21.0507763148,9,470.42,266.75,2606.22,23,416.0,5783,10
12591,855843.04,38.44,2,0,1,4,7,1,5,0,3,0.0,3,52.16933,20.99861,9,1893.81,27.26,860.54,19,53.0,12636,4
13007,480000.0,29.1,1,1,1,4,7,1,5,1969,0,520.0,1,52.26883,20.97906,6,301.74,175.01,1337.77,14,62.0,13057,18
6914,889800.0,64.0,3,1,1,3,4,1,5,1990,3,800.0,0,52.1318138,21.073733,6,497.87,130.34,5657.54,27,426.0,6936,12
4016,1350000.0,52.63,2,1,6,1,4,1,5,1913,0,0.0,0,52.22188,21.01047,1,411.58,132.61,1395.12,7,545.0,4028,9
13722,645722.0,58.97,3,0,1,1,2,1,5,0,3,0.0,3,52.3216,21.07744,9,3736.32,105.04,4860.15,25,1497.0,13772,2
1422,750000.0,40.73,2,1,0,1,7,1,5,2023,0,863.0,0,52.20119,20.88675,9,4535.23,412.9,536.4,25,758.0,1427,11
11136,539703.0,44.42,2,0,0,1,3,1,5,2024,3,0.0,0,52.35336,21.05249,0,6798.87,227.64,5010.21,29,2355.85,11176,2
5862,799500.0,54.81,3,1,1,0,12,1,5,1977,0,1000.0,0,52.192378,21.06669738,9,3140.06,94.58,5291.83,15,153.0,5882,4
820,1583938.0,94.62,4,0,1,3,3,1,5,2025,1,0.0,0,52.2067295573,21.0743443712,9,4187.69,45.83,4351.01,15,625.0,824,4
3276,3980000.0,169.0,4,1,0,4,4,1,5,2005,0,2674.08,0,52.130139,21.0779592,6,785.04,65.08,5936.1,31,614.0,3285,12
5383,650000.0,42.0,2,1,1,3,10,1,5,1974,0,0.0,1,52.2857273012,21.0298414594,9,832.62,174.49,1071.31,18,408.0,5403,10
11505,700000.0,21.07,1,1,1,6,8,1,5,0,3,0.0,0,52.22605,21.01335,9,522.07,61.57,1299.77,1,664.0,11545,9
13713,719696.11,36.94,2,0,0,1,3,1,5,2024,1,0.0,3,52.19844215,20.870405955,3,5330.17,29.03,796.52,27,461.0,13763,11
13587,1599000.0,81.0,3,1,0,10,11,1,5,2013,0,1300.0,0,52.1761,20.99531,9,1951.66,45.19,729.55,17,766.0,13637,4
3419,815000.0,65.91,3,1,6,0,4,1,5,1938,2,1190.0,0,52.258774,21.0366958877,9,401.15,80.46,345.4,14,74.0,3428,7
7753,511026.0,32.14,2,0,0,4,5,1,5,2025,1,0.0,3,52.1867818,21.0817829,6,3961.14,34.41,6084.64,17,450.0,7776,4
13121,639000.0,43.0,3,0,1,1,4,1,5,0,3,0.0,3,52.3102751,21.0620732,9,2160.73,47.51,3786.83,20,225.0,13171,2
