OBJECTID,price,m2,rooms_number,market,building_type,floor_no,building_floor,windows_type,heating,build_year,construction,rent,building_ownership,latitude,longitude,building_material,metro_distance,bust_tram_distance,rail_distance,centre_travel_time,park_distance,uniqueID,district_numerical
5538,1295000.0,46.4,2,1,6,4,4,1,5,1932,0,0.0,0,52.2389468161,21.029156881,1,112.64,26.27,595.21,10,128.0,5558,9
4873,599999.0,18.63,1,1,6,0,4,1,5,1940,0,450.0,0,52.2451571,21.0180886,1,905.96,156.6,1440.04,11,30.0,4889,9
1122,1400000.0,60.0,2,1,1,5,8,1,5,2021,0,600.0,0,52.1780096,20.9964656,9,1810.5,153.03,690.93,16,972.0,1127,4
9,900000.0,47.2,2,1,0,3,3,1,5,2014,0,600.0,0,52.3078468,20.9938462,9,2695.65,355.02,787.38,19,265.0,9,2
10121,919000.0,53.72,2,1,6,4,5,1,5,1950,0,800.0,0,52.1974482,21.0133233,1,61.06,31.4,2286.03,10,378.0,10154,4
6537,762261.0,59.09,3,0,1,1,3,2,3,2023,3,0.0,0,52.348128195,20.9414555238,10,6327.74,88.85,2350.75,27,1414.0,6558,2
11378,1380000.0,81.0,3,1,1,3,14,1,5,1980,0,0.0,3,52.279043655,20.9836169354,9,1041.5,203.85,2265.66,18,207.0,11418,18
2627,4994680.0,112.34,4,1,0,11,4,2,5,2021,0,1200.0,0,52.234665,20.989488,2,558.71,93.36,984.34,7,591.0,2635,17
9254,1500000.0,52.1,2,1,6,2,4,1,5,1895,0,940.0,0,52.2258974663,21.0235717044,1,872.22,23.43,910.32,5,234.0,9280,9
1327,669000.0,37.24,1,1,1,2,3,1,5,1960,0,0.0,0,52.2287484,21.05964454,1,2224.83,133.97,2079.83,12,230.0,1332,6
11653,930000.0,56.52,3,1,1,3,4,1,5,2024,1,0.0,0,52.227951,20.8806267,9,2494.08,34.84,2540.36,24,2615.23,11694,1
6570,799000.0,59.1,3,1,1,1,12,2,5,1978,2,840.0,1,52.28413,20.97537,4,1302.55,263.04,2803.18,18,291.0,6591,3
2677,595000.0,38.4,3,1,1,5,9,1,5,1964,3,680.0,0,52.2407162916,20.9486796191,9,276.95,109.71,687.32,15,38.0,2685,17
3659,668000.0,48.0,2,1,1,9,10,1,5,0,2,900.0,0,52.1729664585,21.0248716338,9,72.28,81.46,2684.49,17,866.0,3668,4
6747,860000.0,45.4,2,1,1,3,10,1,5,1978,0,0.0,0,52.1704138,21.03240538,7,428.3,363.73,3122.48,20,610.0,6769,4
9995,629000.0,46.5,2,1,1,1,10,1,5,1969,3,0.0,1,52.27385,20.94531,9,906.02,223.67,2697.42,19,528.0,10027,3
3985,1885000.0,97.18,3,1,0,1,3,0,5,2020,0,1400.0,0,52.33228555,20.9692621518,6,5284.12,183.82,1141.62,24,53.0,3997,2
8499,737677.0,42.52,2,0,1,1,4,1,5,2024,1,450.0,3,52.25352,21.07119,8,2006.21,179.37,1146.75,15,240.0,8524,6
12375,579000.0,27.0,1,1,1,3,3,1,5,1950,0,400.0,0,52.24975,20.98386,9,1117.41,109.96,1048.15,11,654.0,12418,17
13671,990000.0,47.97,2,1,1,1,3,2,5,2010,3,870.0,0,52.16062,21.08928,9,3088.48,84.88,6996.4,22,156.0,13721,15
8451,897977.0,38.43,2,0,0,6,7,1,5,2026,1,600.0,0,52.17428,20.99664,0,1951.03,159.5,933.19,20,557.0,8476,4
4070,690000.0,38.0,2,1,1,1,4,1,5,0,0,700.0,0,52.2633,21.02832,4,1011.92,219.23,695.26,14,204.0,4082,7
2928,990000.0,34.0,1,1,1,10,12,1,5,2013,0,700.0,0,52.23313,21.019,1,420.79,46.81,603.31,5,393.0,2937,9
3942,520000.0,26.4,1,1,1,3,9,1,5,1961,0,500.0,1,52.23614,21.00817,4,70.93,58.72,1367.99,6,89.0,3952,9
2421,914000.0,65.5,3,1,1,2,2,1,2,2011,0,800.0,0,52.317524164,21.0570433747,2,2859.52,162.2,3947.32,22,525.0,2429,2
4150,550000.0,33.0,1,1,6,3,4,1,1,1938,0,400.0,0,52.212660198,21.0457028645,1,2124.48,102.82,2623.88,13,359.0,4162,9
13476,890000.0,56.26,3,1,0,0,5,1,5,2019,0,0.0,0,52.3204108,21.0027787,6,3344.69,355.82,738.13,21,1548.0,13526,2
12525,893728.0,62.22,3,0,1,6,7,1,5,2027,1,0.0,0,52.1993046,20.8788704,9,4955.57,48.97,519.33,24,499.0,12570,11
9564,699000.0,48.5,2,1,1,3,3,1,5,1952,2,770.0,0,52.2395,21.07809,1,2480.13,217.25,2092.57,13,642.0,9590,6
10125,1549000.0,42.0,2,0,0,11,16,1,5,2023,0,0.0,0,52.2352,20.9944,9,284.56,91.06,1061.73,6,310.0,10158,17
13925,1300000.0,57.0,2,1,1,0,4,1,5,2000,3,1100.0,3,52.23793915,21.02715184,9,289.53,42.5,477.8,8,242.0,13976,9
5427,699000.0,29.0,2,1,0,10,10,1,5,2023,1,0.0,0,52.16922085,20.99517908,1,2127.71,88.65,651.87,19,45.0,5447,12
978,705000.0,46.2,2,1,1,2,3,1,5,1960,0,750.0,0,52.193289,20.892144,1,5245.2,31.81,592.56,24,305.0,982,11
9288,759000.0,53.0,2,1,1,5,6,1,5,1938,3,750.0,0,52.23397,20.96808,9,137.69,72.9,837.15,13,338.0,9314,17
13410,1290000.0,63.7,3,1,1,8,16,1,5,1993,0,994.0,1,52.1739139365,21.0216100677,7,288.92,75.69,2466.61,17,956.0,13460,4
7797,849159.0,36.49,2,0,1,4,9,1,5,0,1,0.0,0,52.17828,21.00238,9,1414.76,71.39,1071.64,17,952.0,7820,4
13199,1599000.0,72.0,3,1,0,1,6,1,5,2021,0,750.0,0,52.24849,21.05962,9,1101.75,182.85,486.58,12,286.0,13249,6
8317,1245000.0,83.1,4,1,1,11,13,1,5,1985,0,1400.0,1,52.22466,20.89885,4,1827.39,99.78,2189.05,22,1390.0,8341,1
13434,1184687.0,56.83,3,0,1,2,5,1,5,2025,1,0.0,0,52.1972054465,21.046863544,9,2184.61,58.14,4248.93,14,353.0,13484,4
1200,2350000.0,100.0,3,1,0,3,7,1,5,2004,3,0.0,0,52.2536024009,20.98903129,1,562.28,120.24,617.33,11,108.0,1205,9
2035,849000.0,65.3,3,1,1,1,3,1,5,2011,0,760.0,0,52.21691655,21.1389054499,9,7285.5,337.32,1028.53,21,1587.0,2041,13
11587,1630000.0,74.0,3,1,1,1,3,1,5,2022,0,800.0,0,52.17991,20.94782,9,4814.88,37.09,1752.22,19,1480.0,11627,16
13496,849000.0,50.1,3,1,1,6,9,1,5,1984,0,0.0,3,52.2557,20.9252,4,1712.32,244.1,2526.76,23,260.0,13546,1
7691,1099000.0,56.0,2,1,0,1,8,1,3,2013,0,800.0,0,52.223095,20.93711,1,1803.78,128.27,1203.85,14,938.0,7714,17
9533,689870.0,46.3,3,1,1,0,8,1,5,2025,1,0.0,0,52.33846,20.95254,9,5439.82,346.31,2325.34,25,1210.0,9559,2
9712,613870.0,39.1,2,1,1,1,7,1,2,2004,0,642.0,0,52.1919173,20.9018352,3,5257.73,110.3,1253.59,22,507.0,9743,11
9573,559000.0,24.1,1,1,1,0,3,1,5,1953,0,0.0,0,52.20425,21.03964,9,1950.2,249.37,3361.17,12,29.0,9599,4
3438,310000.0,20.0,1,1,1,1,6,1,3,2017,3,310.0,0,52.339969,20.95044,9,5560.56,135.49,2472.4,27,1427.0,3447,2
4292,529999.0,36.0,2,1,1,0,10,1,5,1973,2,590.0,0,52.2968067,21.0330239,9,386.74,59.11,1408.08,21,133.0,4304,10
9914,730000.0,54.0,2,1,1,6,9,1,5,1990,2,850.0,0,52.226955,21.1048115,9,4703.25,303.91,2375.05,17,997.0,9946,6
7776,639000.0,43.0,3,0,1,0,2,1,2,0,0,0.0,0,52.3112991777,21.0758506281,9,2707.79,478.68,3722.04,23,1051.0,7799,2
4044,709000.0,38.8,2,1,1,2,15,1,5,1972,2,830.0,0,52.23539,20.99071,4,513.13,26.09,1059.1,7,477.0,4056,17
7857,899000.0,50.4,2,1,1,3,3,1,5,2019,0,750.0,0,52.27770425,21.0846806491,6,1636.78,250.42,311.72,20,1125.0,7880,10
7707,4998000.0,179.0,6,0,0,1,3,0,4,2024,1,0.0,0,52.28035,20.964962,8,514.57,351.86,2741.02,18,557.0,7730,3
9895,699998.0,38.0,2,1,1,2,4,1,5,2015,0,400.0,0,52.19584,20.95123,9,4082.05,431.92,1005.06,19,802.0,9927,16
11380,1199000.0,120.0,5,1,2,1,1,1,5,2021,0,0.0,0,52.19622,21.17823,1,10317.32,238.34,1093.64,24,819.0,11420,13
1535,1190000.0,68.7,2,1,1,3,3,1,5,2000,2,1275.0,0,52.17167,21.0148,6,765.4,261.28,1984.82,18,618.0,1540,4
4376,1699000.0,56.87,2,1,0,2,2,2,2,2013,0,1100.0,0,52.238545772,21.0552425746,7,1165.47,42.75,1032.55,11,54.0,4388,6
13152,679041.0,39.71,2,0,1,9,11,1,5,2025,1,0.0,0,52.276398871,21.0118016526,9,1960.36,186.1,737.73,15,881.0,13202,7
7590,907000.0,56.7,3,1,1,5,11,1,5,1968,0,1000.0,3,52.2383579,20.9850611,9,896.09,151.86,1448.88,10,778.0,7613,17
13009,1189000.0,62.58,3,1,1,3,3,1,5,1983,0,925.0,3,52.14353075,21.06096843,4,387.5,228.97,5068.1,26,472.0,13059,12
3211,920000.0,38.03,2,1,1,2,4,2,5,2024,0,0.0,0,52.1557300948,21.0826312579,9,2387.82,258.1,6614.55,23,774.0,3220,15
9258,729300.0,22.1,1,1,1,3,4,1,5,1895,0,360.0,0,52.22196,21.02034,1,399.68,210.14,1397.39,5,74.0,9284,9
11826,678000.0,40.65,2,0,1,3,7,1,5,0,1,0.0,3,52.2313,21.10977,9,4821.94,242.47,1869.7,19,1025.0,11867,6
9907,1717275.0,98.13,4,0,0,1,2,2,5,2026,1,0.0,3,52.1882219112,21.0791932843,6,3816.37,227.51,6139.37,17,222.0,9939,4
7112,900000.0,62.6,3,1,1,0,3,2,5,2007,2,0.0,1,52.2505348,20.9089042,9,1253.65,287.31,3445.76,23,674.0,7134,1
13809,546682.0,44.81,2,0,1,1,2,1,5,2025,1,0.0,0,52.3522606246,21.0389229438,9,6533.32,37.2,4134.02,27,1747.0,13860,2
2955,1274000.0,51.0,3,1,0,0,6,1,5,2018,0,0.0,0,52.25563,20.9784059,1,1090.26,247.06,413.15,12,675.0,2964,17
9565,750000.0,43.5,3,1,1,2,4,1,5,1960,0,750.0,0,52.22879,20.95187,4,1049.55,72.56,423.22,13,119.0,9591,17
13420,1049000.0,67.3,2,1,0,3,10,1,5,2006,1,1080.0,0,52.191,20.9881,0,1831.5,181.66,583.37,17,833.0,13470,4
9082,1059253.88,54.41,2,1,0,7,16,1,5,2025,1,0.0,0,52.2248754,20.9530125,1,1190.76,306.14,643.26,13,528.0,9108,17
9407,680000.0,55.0,3,1,1,3,3,1,5,2010,0,610.0,0,52.3210987534,21.0591174386,9,3277.11,171.11,4177.12,23,883.0,9433,2
1329,875000.0,72.0,4,1,1,4,12,1,5,1976,0,800.0,3,52.22798343,20.91771126,9,1230.24,176.44,2424.01,21,98.0,1334,1
10018,1479000.0,89.13,3,1,0,1,4,2,5,2011,0,1200.0,0,52.16015,21.07541,9,2282.37,197.23,6056.88,24,542.0,10050,15
3352,519900.0,25.0,1,1,1,3,4,1,5,1980,0,350.0,1,52.2958190795,21.0229149166,1,306.22,146.14,710.05,21,771.0,3361,10
13846,755000.0,59.2,3,1,1,6,10,2,5,1973,0,740.0,0,52.256869,21.0489923,4,738.1,79.33,585.97,14,686.0,13897,7
9600,1179742.0,60.05,3,0,0,1,7,1,5,2024,1,0.0,0,52.28629375,20.9761408279,8,1507.86,88.31,2661.38,15,482.0,9626,3
9339,630000.0,37.0,2,1,1,5,10,1,5,1970,0,400.0,0,52.29099,20.94001,9,482.6,178.57,4459.76,21,558.0,9365,3
8970,1099999.0,70.0,3,1,1,8,11,1,5,1978,3,900.0,1,52.168556,21.0262909,9,372.24,114.09,2679.98,18,414.0,8995,4
11820,919504.0,61.53,3,0,1,6,7,1,5,2025,1,0.0,0,52.1993046,20.8788704,9,4955.57,48.97,519.33,24,499.0,11861,11
10891,1790000.0,152.0,5,1,1,3,3,1,5,2011,0,0.0,0,52.221233856,21.2500916245,9,14384.15,343.14,3499.62,26,1346.0,10927,14
6897,1615000.0,110.0,4,1,1,10,10,1,5,2008,0,1300.0,0,52.2401626,20.9032506776,9,632.29,172.23,3765.02,21,989.0,6919,1
11283,4600000.0,188.06,5,0,1,0,1,1,5,2024,1,0.0,0,52.15747,21.06627,1,1599.16,426.33,5478.72,27,525.0,11323,15
9051,725000.0,52.0,2,1,1,2,4,1,5,2007,0,0.0,0,52.21847,21.23726,9,13591.78,266.58,3916.17,27,1098.0,9077,14
2068,962766.0,55.2,3,0,1,1,3,1,5,2025,1,0.0,0,52.2060453563,21.0770536442,9,4386.98,171.9,4538.31,14,576.0,2074,4
11841,999000.0,59.12,2,1,1,7,1,1,5,2009,0,492.0,3,52.2398563,20.8936662,9,1281.11,105.64,3797.52,21,1583.0,11882,1
2426,2990000.0,106.0,4,1,0,3,5,1,5,2024,1,0.0,0,52.1942467,21.0069319,1,553.17,138.4,1807.37,12,879.0,2434,4
8515,995000.0,76.0,4,1,1,6,7,1,5,1993,0,1500.0,3,52.2516678,21.0387182,9,273.98,13.32,489.68,13,513.0,8540,7
587,1750000.0,84.0,2,1,6,0,3,1,5,1932,3,1414.0,0,52.2038161,21.0208548,1,752.1,176.57,2988.82,11,76.0,591,4
1534,1898999.0,68.02,3,1,0,6,6,2,5,2018,0,1200.0,0,52.24339,20.98169,6,1277.07,67.5,1540.87,10,1160.0,1539,17
11165,835833.7,44.06,2,0,1,1,15,1,5,0,1,0.0,3,52.2221799095,20.9543952963,9,1339.46,263.78,479.83,14,828.0,11205,17
5307,775000.0,62.0,3,1,1,2,12,1,5,1978,3,1000.0,1,52.238703,21.1081051659,4,4494.51,231.37,1232.69,16,309.0,5327,6
2488,738720.0,38.88,2,0,6,3,4,1,5,1950,0,438.0,0,52.2086004825,21.0105766681,1,157.45,92.22,2336.35,9,265.0,2496,4
8411,980000.0,65.46,4,1,1,0,4,1,2,2008,1,950.0,0,52.1936533,20.9034713,1,5051.02,23.22,1303.24,21,515.0,8435,11
2202,2900000.0,121.5,4,1,0,5,5,2,5,2016,0,2500.0,0,52.1876473,21.0577852631,9,2383.6,278.96,4906.51,17,15.0,2208,4
1618,1540000.0,64.3,3,1,6,3,4,1,5,1963,3,897.0,3,52.211189,21.047024,1,2258.38,85.05,2810.68,12,228.0,1623,4
4437,995000.0,45.4,2,1,1,3,7,2,5,2017,0,750.0,0,52.2219118015,20.9299655237,1,2028.55,116.67,1461.63,16,542.0,4449,17
5550,840000.0,51.0,3,1,1,1,10,1,5,1973,0,872.0,3,52.263286291,20.9758406882,9,850.98,155.61,833.65,13,443.0,5570,18
7476,616963.45,39.05,2,0,1,0,7,1,5,2025,1,0.0,0,52.28595,21.02316,9,883.47,27.47,974.05,17,753.0,7499,10
13856,2000000.0,80.0,3,0,0,11,24,0,3,2022,3,900.0,0,52.225939,20.95696,9,910.55,138.48,438.73,13,539.0,13907,17
1115,760000.0,50.41,3,1,1,2,2,1,2,2009,0,420.0,0,52.3219606834,21.073254646,0,3649.0,32.8,4918.59,24,1316.0,1120,2
6581,560000.0,27.5,1,1,1,0,10,1,5,1976,0,380.0,1,52.2463043763,20.9891800819,4,763.48,61.39,1414.73,8,614.0,6602,17
4354,700000.0,45.0,3,1,1,7,10,1,5,0,0,700.0,1,52.2030675,20.9779122,9,2101.48,157.23,1067.07,13,47.0,4366,5
6212,583000.0,36.5,2,1,1,5,10,1,5,1979,3,0.0,0,52.2349527344,20.9004947009,9,930.49,281.66,3325.36,26,1357.0,6233,1
13421,775000.0,62.0,3,1,1,2,12,1,5,1978,3,1000.0,1,52.238703,21.1081051659,4,4494.51,231.37,1232.69,16,309.0,13471,6
6119,2769000.0,120.5,5,0,0,1,4,2,5,2024,1,0.0,0,52.2021313,20.9554848,1,3368.14,63.64,921.24,17,59.0,6140,5
5115,979900.0,65.0,2,1,1,9,12,1,5,2018,0,0.0,0,52.22315,21.09345,6,4265.52,158.21,3099.93,14,661.0,5134,6
7800,990000.0,21.0,1,1,1,11,15,1,5,1967,0,520.0,1,52.2356416393,21.0060618118,9,88.17,111.86,1491.4,5,240.0,7823,9
9614,808125.0,37.7,1,0,0,1,9,1,5,2025,1,0.0,0,52.18268,20.99833,9,1435.98,187.92,818.56,16,1424.0,9644,4
3693,750000.0,34.85,2,1,1,3,10,1,5,1965,0,450.0,0,52.22157,20.98047,4,901.36,143.35,491.53,7,669.0,3702,5
8858,789999.0,52.0,3,0,0,4,5,2,5,2025,3,0.0,0,52.1946416,21.0881631,1,4599.61,34.92,5277.05,17,1050.0,8883,4
11191,2370000.0,86.05,4,0,1,0,2,1,5,2025,3,0.0,0,52.18306,21.0404,9,1103.04,324.11,3661.96,19,819.0,11231,4
6970,818000.0,41.0,1,1,1,1,14,1,5,2002,0,800.0,0,52.291902211,21.0504290513,9,50.84,57.5,2508.68,20,512.0,6992,10
1517,460000.0,27.0,1,1,1,5,10,2,5,1972,2,550.0,0,52.187134085,21.0580054077,4,2381.26,313.74,4912.15,18,19.0,1522,4
11270,1100000.0,62.0,3,1,1,3,5,1,5,2017,0,900.0,0,52.2453919,21.0845187,1,2801.95,32.84,1605.87,13,384.0,11310,6
9694,1290000.0,63.7,3,1,1,8,16,1,5,1993,0,994.0,1,52.1739139365,21.0216100677,7,288.92,75.69,2466.61,17,956.0,9725,4
7965,1750000.0,107.0,4,1,1,4,4,1,5,1937,1,1333.0,0,52.21771,20.97451,9,1416.95,87.28,631.4,10,681.0,7988,5
4673,409000.0,26.0,1,1,1,1,10,1,5,0,2,380.0,1,52.2849598638,20.9345345087,9,342.92,299.97,4113.63,23,1045.0,4688,3
11530,849000.0,59.6,2,1,1,2,4,1,2,1997,0,460.0,0,52.2489219,21.087385487,6,2994.74,151.62,1338.03,15,60.0,11570,6
4129,695000.0,43.71,2,1,1,11,13,2,5,2016,0,590.0,0,52.3049762082,20.9908209473,9,2709.92,151.74,1165.51,18,167.0,4141,2
8471,1375000.0,51.25,2,1,0,8,10,2,5,2019,0,0.0,0,52.2576159489,20.9802142717,1,933.14,257.89,563.35,12,593.0,8496,17
48,779000.0,52.71,2,1,6,2,3,1,5,1960,2,800.0,0,52.17342,21.00069,1,1716.94,93.12,1203.02,19,495.0,48,4
4694,854000.0,56.99,2,1,1,2,3,1,5,1988,0,700.0,0,52.13575,21.07209,4,598.85,49.24,5594.98,27,197.0,4709,12
3858,969000.0,67.0,3,1,1,0,4,1,5,2013,0,700.0,0,52.1984541611,20.8748421507,7,5171.25,167.0,705.0,25,344.0,3867,11
13502,3880000.0,173.12,4,1,1,3,4,1,5,0,0,0.0,0,52.19832,21.01715,9,291.24,201.58,2561.84,12,144.0,13552,4
8999,550000.0,29.0,2,1,6,1,2,1,5,1936,0,690.0,0,52.23338,20.95718,1,484.54,179.95,395.27,17,118.0,9024,17
1748,2688000.0,112.3,3,1,0,1,6,2,5,2008,0,1565.0,0,52.17276,21.05245,9,1767.49,157.76,4517.49,20,213.0,1753,4
6443,610000.0,48.0,2,1,1,8,8,1,5,1981,2,376.0,1,52.2296785,20.9013954,4,1267.14,198.9,2767.53,22,1228.0,6464,1
4683,820800.0,41.04,2,0,1,2,11,1,5,2025,1,0.0,0,52.1868096699,21.0632892073,9,2721.15,20.61,5264.14,15,369.0,4698,4
2443,380000.0,19.37,1,1,0,2,3,1,5,2019,0,0.0,0,52.1557877207,21.0700879468,9,1723.59,155.42,5769.77,25,736.0,2451,15
8524,930000.0,48.0,2,1,1,0,3,1,5,1936,3,0.0,3,52.20283,21.029,9,1208.24,238.34,3425.79,12,0.0,8549,4
9427,1070000.0,36.0,2,1,1,2,4,1,5,1960,0,550.0,0,52.2480449,21.005505,1,428.95,101.55,1521.27,8,52.0,9453,9
11651,2050000.0,100.8,3,0,1,2,7,1,5,1997,0,1400.0,3,52.2278178,20.9909938,7,557.59,237.72,216.71,5,449.0,11692,17
2969,665000.0,48.0,3,1,1,4,4,1,5,1976,0,750.0,1,52.29036,20.94308,4,504.14,388.87,4297.97,22,412.0,2978,3
10686,514360.0,31.0,1,1,1,3,10,1,5,1976,3,630.0,1,52.17633,21.05403,4,1901.12,384.96,4601.32,22,545.0,10722,4
3367,770000.0,44.0,2,1,6,5,5,1,5,2004,0,0.0,0,52.2620041,21.0418313,9,223.55,184.72,685.52,15,459.0,3376,7
4465,759000.0,103.0,5,0,2,1,4,1,2,2025,1,0.0,0,52.3228981529,21.0675157672,1,3610.86,74.27,4777.3,24,1187.0,4477,2
7557,1298000.0,63.28,3,1,1,1,12,1,5,1988,0,0.0,3,52.2805588,20.9841675,3,1210.86,109.46,2421.57,16,263.0,7580,18
8899,1200000.0,76.13,4,1,1,3,4,1,5,1988,2,1300.0,0,52.1837272,21.06057769,1,2478.13,108.39,5042.92,16,383.0,8924,4
4748,779000.0,49.2,3,1,1,2,10,1,5,1970,0,0.0,1,52.2909864,20.9400134,4,482.25,179.02,4459.29,21,558.0,4763,3
386,1750000.0,65.2,3,1,0,3,6,2,5,2003,0,1249.45,0,52.2043562395,20.9965014106,6,854.49,196.72,1634.12,11,334.0,388,4
11572,2399000.0,157.0,5,1,1,1,2,1,2,2006,0,1650.0,0,52.13442,21.04927,1,831.86,273.49,4029.88,26,166.0,11612,12
6608,449000.0,18.2,1,1,1,4,10,1,5,0,3,0.0,3,52.23313,21.019,9,420.79,46.81,603.31,5,393.0,6629,9
13889,762132.0,59.08,3,0,1,3,3,1,5,0,1,0.0,0,52.347132,20.942228,6,6225.53,132.41,2357.74,28,1504.0,13940,2
9843,3057480.0,113.2,5,0,0,7,7,1,5,2025,1,0.0,0,52.18081,21.00122,9,1392.01,214.17,971.95,18,1244.0,9875,4
3596,799000.0,41.0,2,1,1,4,4,1,5,2021,0,490.0,0,52.2079757,20.9375153,9,3294.82,428.7,329.38,18,1168.0,3605,16
5279,1112486.0,88.8,4,0,1,3,7,1,5,2027,1,0.0,0,52.1993046,20.8788704,9,4955.57,48.97,519.33,24,499.0,5298,11
12679,555000.0,47.33,3,1,1,3,4,1,5,1968,2,600.0,1,52.19317,20.88919,1,5315.27,111.46,446.25,25,235.0,12724,11
2151,850000.0,60.04,3,1,1,4,9,1,5,1982,0,1100.0,1,52.15021,21.04085,9,285.78,191.91,4053.67,22,730.0,2157,12
8185,880000.0,45.39,2,1,0,11,16,1,5,0,3,700.0,0,52.2921105,21.04796,6,28.85,10.39,2399.44,21,450.0,8209,10
6527,695000.0,50.02,3,1,1,1,3,1,5,2013,0,780.0,0,52.21928505,21.22631151,0,12843.06,266.29,3857.95,25,1033.0,6548,14
11865,825000.0,58.0,3,1,1,11,15,1,5,1970,0,1150.0,0,52.2731843,20.9333588,4,1440.29,167.06,3264.37,21,200.0,11906,3
7856,640000.0,33.47,1,1,1,1,7,1,5,2014,0,380.0,0,52.22215,20.93378,9,1963.39,159.93,1275.86,16,765.0,7879,17
2612,750000.0,42.0,2,1,1,4,7,1,5,2018,0,750.0,0,52.2014813,20.8859389,9,4527.46,453.68,529.92,25,822.0,2620,11
6826,1990000.0,160.8,5,1,0,2,4,1,5,2000,2,2500.0,1,52.2021313,20.9554848,1,3368.14,63.64,921.24,17,59.0,6848,5
5495,600000.0,39.0,1,1,1,6,12,1,5,2002,2,600.0,0,52.1992652621,20.9678949603,1,2881.14,58.22,294.38,14,327.0,5515,5
8269,819000.0,46.0,2,1,1,3,12,1,5,1977,0,835.0,0,52.2550852,20.9885168,4,474.53,147.45,471.3,11,7.0,8293,9
11893,1950000.0,150.0,5,1,1,0,4,1,5,2000,0,1800.0,0,52.198209485,20.9288103015,1,4523.92,199.46,630.29,20,1309.0,11934,16
11843,722865.0,43.81,2,0,0,0,4,1,5,0,3,0.0,0,52.2406902889,21.1484069866,9,7193.64,252.41,956.11,22,239.0,11884,8
9948,1700000.0,71.8,3,1,0,4,6,1,5,2020,0,1000.0,0,52.18125,21.0455,1,1430.26,117.14,3998.85,16,786.0,9980,4
12372,690000.0,56.6,3,1,1,1,10,1,5,1975,2,850.0,1,52.22484,20.9206,9,1621.75,280.46,2102.08,19,30.0,12415,1
5124,901061.0,64.75,3,0,1,5,7,1,5,2025,1,0.0,0,52.1993046,20.8788704,9,4955.57,48.97,519.33,24,499.0,5143,11
13471,1162892.0,67.61,3,0,1,1,5,1,5,2025,1,0.0,0,52.276398871,21.0118016526,9,1960.36,186.1,737.73,15,881.0,13521,7
11266,670000.0,40.0,1,1,1,5,5,1,5,2000,0,0.0,0,52.24185,21.08638,9,2973.03,200.45,1656.62,16,681.0,11306,6
8719,950000.0,65.1,3,1,1,2,12,1,5,1980,0,930.0,1,52.2297,20.90344,4,1185.65,236.26,2725.93,23,1091.0,8744,1
4289,769000.0,37.0,2,1,1,4,10,1,5,1975,0,470.0,1,52.2030186,20.9723218,4,2473.22,129.8,807.6,14,272.0,4301,5
8177,865000.0,60.45,3,0,0,1,5,1,5,2025,1,750.0,0,52.249702,21.0647818,8,1470.51,149.91,722.96,13,457.0,8201,6
13547,680000.0,28.1,2,1,1,1,8,1,5,1969,0,720.0,0,52.1907188,21.01292699,1,210.88,173.59,2119.28,13,632.0,13597,4
5364,1809216.0,68.76,3,0,0,2,3,1,5,2025,3,0.0,0,52.2002,20.96472,9,3055.99,126.06,375.83,15,307.0,5384,5
10892,713050.0,51.9,3,0,0,1,6,2,5,2025,3,0.0,0,52.2042812,20.8803311,1,4422.47,36.02,650.75,25,1047.0,10928,11
748,1100000.0,50.32,2,1,1,2,7,1,5,2015,0,0.0,0,52.2021313,20.9554848,9,3368.14,63.64,921.24,17,59.0,752,5
11058,575000.0,33.5,2,1,1,3,12,1,5,1980,0,600.0,0,52.19341,21.06513,9,3091.16,143.6,5139.06,16,280.0,11097,4
5693,1690000.0,86.6,4,1,1,4,4,1,5,1989,0,1600.0,0,52.20164535,21.02263036,7,753.54,77.58,3019.5,12,116.0,5713,4
5077,696600.0,43.0,2,1,1,1,4,1,5,2022,0,580.0,0,52.3468488,20.9522408,9,6331.4,235.87,1821.77,27,1500.0,5096,2
3997,890000.0,47.0,2,1,1,2,5,1,5,2024,1,500.0,0,52.2056697206,21.0661346246,9,3695.41,153.49,4052.34,15,593.0,4009,4
3590,839000.0,62.5,3,1,0,3,8,1,5,2022,1,700.0,0,52.31751,20.96877,9,3953.41,209.68,2083.91,22,574.0,3599,2
7890,449000.0,19.5,1,1,1,1,10,1,5,1970,0,380.0,0,52.2095734,21.0486599764,4,2425.31,131.05,3021.69,10,170.0,7913,4
7061,699000.0,38.9,2,1,6,3,4,2,2,1936,0,385.0,0,52.24586,21.07306,1,2017.98,48.86,1410.26,12,37.0,7083,6
534,4200000.0,188.9,4,1,0,3,4,2,5,2010,0,2500.0,0,52.16333,21.0738,9,2411.47,288.43,5919.73,23,354.0,538,15
12269,1599000.0,96.0,4,1,1,1,1,1,5,1988,2,1450.0,0,52.1939955,21.0620388,9,2934.41,161.03,4980.7,15,498.0,12311,4
1800,530000.0,27.7,1,1,1,2,8,1,5,1970,3,1.0,0,52.2013083,21.0502939,1,2580.56,54.8,3901.35,11,651.0,1805,4
10656,1071032.0,58.85,3,1,1,1,7,1,5,2024,3,0.0,0,52.18188,21.04787,9,1594.5,203.59,4163.27,17,734.0,10692,4
11786,565000.0,43.5,2,1,1,1,2,0,5,2011,3,500.0,0,52.3197,21.07401,7,3442.12,280.81,4663.53,25,1183.0,11827,2
