OBJECTID,price,m2,rooms_number,market,building_type,floor_no,building_floor,windows_type,heating,build_year,construction,rent,building_ownership,latitude,longitude,building_material,metro_distance,bust_tram_distance,rail_distance,centre_travel_time,park_distance,uniqueID,district_numerical,is_duplicate,labels,geometry
12398,739000.0,56.0,3,1,1,2,2,1,5,1960,1,890.0,0,52.1854787,20.9792315,1,2581.92,160.49,789.9,17,585.0,12441,16,False,0,POINT (20.9792315 52.1854787)
5490,720000.0,34.44,1,1,1,4,4,1,5,1962,3,622.72,0,52.25236965,20.9947932577,9,575.77,144.37,765.67,8,395.0,5510,9,False,0,POINT (20.9947932577 52.25236965)
3663,930000.0,48.0,3,1,1,3,3,1,5,1975,0,670.0,0,52.2621387,20.96750852,1,1096.23,59.87,744.62,18,501.0,3672,18,False,0,POINT (20.96750852 52.2621387)
2702,799000.0,40.0,2,1,0,1,8,1,5,2024,0,0.0,0,52.2016578641,20.9434470459,6,3688.98,316.36,418.47,17,854.0,2710,16,False,0,POINT (20.9434470459 52.2016578641)
1142,1192000.0,58.08,3,1,1,5,6,1,5,2018,0,0.0,0,52.22980855,20.9333192711,2,1157.23,491.31,1673.42,18,810.0,1147,17,False,1,POINT (20.9333192711 52.22980855)
8532,2085000.0,88.14,3,1,0,1,17,2,5,2009,0,1300.0,0,52.2557441,20.9948077,6,203.23,197.39,408.03,9,207.0,8557,9,False,0,POINT (20.9948077 52.2557441)
10371,779999.0,46.0,2,1,1,2,3,1,5,1955,3,0.0,0,52.19086,20.89186,9,5510.99,17.83,760.26,23,413.0,10407,11,False,1,POINT (20.89186 52.19086)
1254,678000.0,53.0,2,1,1,0,3,1,5,2009,3,850.0,0,52.3131761651,21.0587741159,9,2415.06,119.29,3754.11,22,28.0,1259,2,False,1,POINT (21.0587741159 52.3131761651)
1526,1499000.0,66.9,3,1,0,6,6,1,5,2018,0,1000.0,0,52.1884557174,20.9921307257,9,1652.39,35.62,964.64,16,1092.0,1531,4,False,0,POINT (20.9921307257 52.1884557174)
4924,579000.0,34.3,2,1,1,0,3,1,5,2002,0,500.0,0,52.25676299,20.9024396,9,2047.49,230.1,4026.01,23,1493.0,4941,1,False,1,POINT (20.9024396 52.25676299)
10633,1050000.0,47.8,1,1,0,3,8,1,5,2022,0,0.0,3,52.2285007,20.9564785,1,769.72,59.72,175.73,11,327.0,10669,17,False,0,POINT (20.9564785 52.2285007)
9069,915000.0,57.0,2,1,0,7,7,1,5,1997,0,910.0,1,52.29063325,20.9467282397,1,676.67,216.18,4216.08,21,181.0,9095,3,False,1,POINT (20.9467282397 52.29063325)
5232,690000.0,29.32,2,1,1,3,3,1,5,1958,0,420.0,0,52.244744,20.99951,9,60.56,83.78,1668.69,10,229.0,5251,9,False,0,POINT (20.99951 52.244744)
11848,1650000.0,81.0,3,1,0,11,11,1,5,2013,0,1300.0,0,52.1782476,20.9966262,6,1793.04,128.55,692.27,16,999.0,11889,4,False,0,POINT (20.9966262 52.1782476)
12029,6350000.0,133.1,3,1,0,11,54,1,5,2017,0,0.0,0,52.2310435305,21.0024604182,9,290.06,86.81,965.61,6,688.0,12071,9,False,0,POINT (21.0024604182 52.2310435305)
6959,1565000.0,75.45,3,1,1,0,5,1,5,2009,0,1100.0,0,52.15728,21.08175,9,2458.68,78.41,6527.57,22,681.0,6981,15,False,1,POINT (21.08175 52.15728)
7834,799000.0,55.0,3,1,1,0,3,1,5,2021,0,0.0,0,52.34343535,21.04021102,9,5570.86,465.94,3832.26,27,986.0,7857,2,False,1,POINT (21.04021102 52.34343535)
3000,1950000.0,68.81,3,1,0,4,6,1,5,2018,0,1200.0,0,52.243352,20.98195,9,1260.16,81.9,1552.1,10,1143.0,3009,17,False,0,POINT (20.98195 52.243352)
3707,663000.0,39.0,2,1,1,7,15,1,5,1966,2,500.0,3,52.230387,21.011417,4,41.78,9.28,1176.07,1,715.0,3716,9,False,0,POINT (21.011417 52.230387)
13185,725000.0,54.27,3,0,0,2,7,1,5,0,3,0.0,0,52.2041143219,20.8879623434,9,4203.74,172.11,206.99,24,960.0,13235,11,False,1,POINT (20.8879623434 52.2041143219)
11586,540000.0,29.0,2,0,0,3,8,1,5,2025,1,0.0,3,52.19998,20.94964,9,3705.91,21.73,781.11,17,516.0,11626,16,False,0,POINT (20.94964 52.19998)
8954,1660000.0,62.33,3,1,1,1,8,1,5,1967,0,1200.0,0,52.2495,21.03204,9,501.77,107.64,876.93,11,384.0,8979,7,False,0,POINT (21.03204 52.2495)
4299,685000.0,39.0,2,1,1,2,10,1,5,1980,0,500.0,1,52.1864807993,21.0581669672,1,2372.54,246.59,4912.3,18,42.0,4311,4,False,0,POINT (21.0581669672 52.1864807993)
12747,590000.0,34.0,2,1,6,3,4,2,5,1956,0,500.0,0,52.24047595,20.966872833,1,476.07,127.24,590.89,15,669.0,12793,17,False,0,POINT (20.966872833 52.24047595)
12886,740000.0,53.0,2,1,1,5,6,1,5,0,2,0.0,1,52.15327,21.02636,1,593.17,198.44,3014.72,21,288.0,12934,12,False,1,POINT (21.02636 52.15327)
4981,499000.0,31.0,1,1,1,6,10,1,5,1975,2,415.0,1,52.1744730123,21.0642292461,4,2576.14,104.19,5317.02,19,931.0,4999,15,False,1,POINT (21.0642292461 52.1744730123)
11436,949000.0,56.0,3,1,1,3,8,1,5,1950,0,600.0,0,52.27434,21.05218,9,143.5,75.0,1116.66,19,75.0,11476,10,False,0,POINT (21.05218 52.27434)
7354,715000.0,59.02,3,1,1,11,15,1,5,1973,2,830.0,0,52.27812,20.92207,4,1481.98,161.87,4210.13,23,693.0,7377,3,False,1,POINT (20.92207 52.27812)
3759,790000.0,41.0,2,1,1,1,3,1,5,1957,0,900.0,0,52.2010008699,21.0014544656,1,703.38,89.42,1660.22,12,607.0,3768,4,False,0,POINT (21.0014544656 52.2010008699)
7445,850000.0,54.26,2,1,6,1,3,1,5,1938,3,990.0,0,52.281609,20.95693,1,456.39,160.49,3022.41,20,492.0,7468,3,False,0,POINT (20.95693 52.281609)
4313,710000.0,55.0,2,1,1,4,4,1,5,0,0,0.0,0,52.3330551377,20.9457822921,9,4736.03,101.24,2729.67,26,1401.0,4325,2,False,1,POINT (20.9457822921 52.3330551377)
3562,1585000.0,75.0,3,1,1,5,5,1,5,2020,0,800.0,0,52.2059726433,20.9382592273,7,3446.73,293.5,181.39,18,1114.0,3571,16,False,0,POINT (20.9382592273 52.2059726433)
866,950000.0,52.66,2,1,1,2,5,1,5,2009,0,731.0,0,52.2317818,20.9289373148,0,941.25,213.96,1984.31,22,538.0,870,17,False,1,POINT (20.9289373148 52.2317818)
4540,1079090.0,37.21,1,1,6,2,4,1,5,1901,0,790.0,3,52.2365719366,21.0291867141,1,348.35,114.41,335.96,8,142.0,4555,9,False,0,POINT (21.0291867141 52.2365719366)
358,1090000.0,68.19,3,1,0,2,3,1,5,2015,0,950.0,0,52.1895035,21.075258,0,3588.0,120.17,5870.86,16,8.0,360,4,False,1,POINT (21.075258 52.1895035)
8882,499000.0,32.7,1,1,1,3,5,1,5,2001,0,500.0,0,52.2320521,20.914175,9,740.68,76.16,2870.29,22,379.0,8907,1,False,1,POINT (20.914175 52.2320521)
5594,2227500.0,135.0,4,1,1,2,8,1,5,2008,2,0.0,3,52.14313,21.0345,8,1023.23,120.61,3397.35,23,286.0,5614,12,False,1,POINT (21.0345 52.14313)
3132,797000.0,47.67,2,1,1,1,10,1,5,1966,0,650.0,0,52.2275168198,21.0613235639,4,2400.96,119.36,2256.31,14,271.0,3141,6,False,0,POINT (21.0613235639 52.2275168198)
8636,749000.0,47.0,3,1,1,2,4,1,5,1973,3,800.0,3,52.26119958,20.96049883,1,1383.06,195.97,982.69,16,602.0,8661,18,False,0,POINT (20.96049883 52.26119958)
4642,999000.0,53.4,2,1,0,1,4,1,5,2016,0,850.0,0,52.15758,21.07941,9,2370.78,62.04,6364.34,25,774.0,4657,15,False,1,POINT (21.07941 52.15758)
5507,2190000.0,74.0,2,1,0,6,6,1,5,2022,0,1150.0,0,52.2584,20.96818,9,1483.36,123.95,377.7,15,654.0,5527,18,False,0,POINT (20.96818 52.2584)
2593,760000.0,47.55,2,1,1,3,4,1,5,1958,0,800.0,0,52.2457239666,21.0963800545,1,3607.88,207.93,849.3,16,401.0,2601,6,False,1,POINT (21.0963800545 52.2457239666)
2803,1062000.0,61.06,3,1,1,2,4,1,5,2016,0,810.0,0,52.19601,20.95004,9,4120.29,434.61,937.51,20,832.0,2812,16,False,0,POINT (20.95004 52.19601)
9730,520000.0,21.0,1,1,1,0,10,1,5,1964,0,495.0,0,52.23004,20.9975,9,273.78,209.43,637.0,7,541.0,9761,17,False,0,POINT (20.9975 52.23004)
3214,688000.0,26.5,2,1,3,0,1,1,5,0,0,550.0,0,52.2117041,21.0216395,9,776.46,94.95,2477.77,8,358.0,3223,4,False,0,POINT (21.0216395 52.2117041)
7828,1062600.0,50.6,2,1,1,0,2,1,5,1958,0,900.0,0,52.20257,21.01354,1,326.08,154.72,2475.1,11,309.0,7851,4,False,0,POINT (21.01354 52.20257)
1232,895000.0,61.28,4,1,1,2,3,1,5,1962,2,770.0,0,52.2298819605,21.0595630855,1,2113.6,148.41,1969.41,13,326.0,1237,6,False,0,POINT (21.0595630855 52.2298819605)
3670,947000.0,47.0,2,1,1,3,13,2,5,2012,0,0.0,0,52.21536,20.96132,9,1845.93,57.48,549.33,15,74.0,3679,5,False,0,POINT (20.96132 52.21536)
13336,990000.0,47.62,2,1,1,3,7,1,5,1958,2,450.0,3,52.2347586,21.0141646,6,253.46,94.79,938.56,5,371.0,13386,9,False,0,POINT (21.0141646 52.2347586)
9755,799000.0,37.67,2,1,1,4,5,1,5,2022,0,650.0,0,52.25559,21.07984,9,2405.25,329.98,1773.23,17,381.0,9787,6,False,0,POINT (21.07984 52.25559)
6811,598500.0,37.5,2,1,1,3,3,1,3,1965,0,400.0,3,52.240162,20.94778,9,190.64,83.78,733.5,16,97.0,6833,17,False,0,POINT (20.94778 52.240162)
1143,879000.0,48.9,3,1,1,4,4,1,5,1979,0,900.0,1,52.1551856,21.02717,4,446.38,203.24,2972.34,19,99.0,1148,12,False,1,POINT (21.02717 52.1551856)
13896,800000.0,74.25,3,1,1,1,11,1,5,1977,1,1391.0,1,52.2399672,20.8962965,4,1102.48,48.85,3826.83,21,1413.0,13947,1,False,1,POINT (20.8962965 52.2399672)
6062,744000.0,48.3,2,1,1,7,10,1,5,1982,0,890.0,1,52.1499087,21.0349049,9,607.43,81.49,3706.6,22,648.0,6083,12,False,1,POINT (21.0349049 52.1499087)
11209,1055950.0,49.0,2,1,1,1,5,1,5,2018,0,700.0,0,52.22453,20.94296,9,1597.59,166.05,1174.82,15,543.0,11249,17,False,0,POINT (20.94296 52.22453)
6353,4760550.0,149.0,4,1,0,4,14,1,5,2006,0,3200.0,0,52.237404,21.0014382,9,389.16,32.01,1464.02,7,32.0,6374,9,False,0,POINT (21.0014382 52.237404)
4606,899000.0,57.1,3,1,1,5,10,1,5,1988,0,890.0,0,52.14094,21.05889,9,112.91,98.52,4841.86,27,708.0,4621,12,False,1,POINT (21.05889 52.14094)
1975,1990000.0,78.0,3,1,6,2,4,1,5,1897,0,0.0,3,52.2281975,21.0083084362,9,281.65,199.32,1203.09,1,871.0,1981,9,False,0,POINT (21.0083084362 52.2281975)
7429,625128.0,37.21,2,0,1,2,4,1,5,2025,1,0.0,0,52.19413,20.92563,9,5021.31,161.53,654.46,20,1554.0,7452,16,False,1,POINT (20.92563 52.19413)
6389,1275690.0,65.0,3,1,1,2,3,1,5,1951,2,800.0,0,52.24684115,20.99653339,1,316.21,41.97,1389.86,10,134.0,6410,9,False,0,POINT (20.99653339 52.24684115)
1691,1980000.0,100.0,3,1,0,8,8,1,5,2006,0,1000.0,1,52.149549,21.056044,1,585.79,55.53,5032.98,25,998.0,1696,12,False,1,POINT (21.056044 52.149549)
5942,839000.0,49.89,2,1,6,0,4,1,5,1956,0,750.0,0,52.2365147,21.0631893,1,1720.81,296.63,1597.4,10,440.0,5962,6,False,0,POINT (21.0631893 52.2365147)
5397,1461200.0,56.2,2,1,0,0,4,1,5,2008,3,1000.0,0,52.15517,21.08156,9,2291.64,313.32,6553.44,24,705.0,5417,15,False,1,POINT (21.08156 52.15517)
991,1590000.0,65.16,3,1,0,1,6,1,5,2016,0,1275.0,0,52.24308,20.98097,9,1331.07,9.99,1535.85,10,1187.0,995,17,False,0,POINT (20.98097 52.24308)
9299,1490000.0,74.59,4,1,0,3,4,1,5,2021,3,920.0,0,52.15493,21.07454,1,1928.83,178.43,6087.19,24,794.0,9325,15,False,1,POINT (21.07454 52.15493)
9271,560000.0,25.69,1,1,6,2,4,0,5,1050,0,400.0,0,52.2087716,21.0405038068,9,1962.2,242.38,2891.49,13,179.0,9297,4,False,0,POINT (21.0405038068 52.2087716)
3649,715000.0,36.0,2,1,6,2,6,1,5,1955,0,500.0,0,52.2601611452,21.031527922,1,604.91,99.65,692.33,15,121.0,3658,7,False,0,POINT (21.031527922 52.2601611452)
4692,759999.0,49.9,2,1,6,1,4,1,5,1960,0,799.0,0,52.21319,20.97772,1,1849.99,164.66,1077.69,13,302.0,4707,5,False,0,POINT (20.97772 52.21319)
10843,1520000.0,79.3,3,1,0,1,2,1,5,2008,0,1297.0,0,52.17088505,21.11561155,1,5201.59,576.02,5152.61,26,712.0,10879,15,False,1,POINT (21.11561155 52.17088505)
8044,649000.0,47.0,2,1,1,5,10,1,5,1990,2,850.0,1,52.27465,21.05168,9,175.73,120.44,1150.83,18,93.0,8067,10,False,0,POINT (21.05168 52.27465)
984,869000.0,80.0,4,1,0,0,4,1,5,2008,0,700.0,0,52.2991452656,21.0584256293,9,922.7,220.42,2780.02,21,0.0,988,10,False,0,POINT (21.0584256293 52.2991452656)
5043,599000.0,27.55,1,1,1,0,3,1,5,1954,0,0.0,0,52.2665,20.9791,1,433.65,72.24,1137.0,13,141.0,5062,18,False,0,POINT (20.9791 52.2665)
8644,599000.0,47.0,3,1,1,10,10,2,5,1970,2,686.0,1,52.2534303,21.04646054,4,695.46,172.63,404.45,13,775.0,8669,7,False,0,POINT (21.04646054 52.2534303)
3362,1650000.0,71.76,3,1,0,4,7,1,5,2017,0,1200.0,0,52.1869905,21.0038779517,6,903.04,140.83,1374.63,16,1254.0,3371,4,False,0,POINT (21.0038779517 52.1869905)
10728,3400000.0,150.0,5,1,1,6,7,1,5,1995,0,0.0,0,52.2398458,21.0011677,9,479.54,284.32,1699.44,4,81.0,10764,9,False,0,POINT (21.0011677 52.2398458)
507,4560000.0,228.27,6,1,0,5,7,1,5,2005,0,2500.0,1,52.19773,21.04042,9,1802.14,105.66,4080.31,13,29.0,511,4,False,0,POINT (21.04042 52.19773)
10207,520000.0,29.9,2,1,1,4,10,0,5,1972,0,540.0,0,52.248659,20.951512,9,1133.91,187.95,568.38,17,597.0,10240,17,False,0,POINT (20.951512 52.248659)
12356,3850000.0,119.0,3,1,6,3,3,1,5,1938,0,1500.0,0,52.2258956,21.0132411,9,535.21,62.46,1316.63,2,660.0,12399,9,False,0,POINT (21.0132411 52.2258956)
8625,950000.0,59.0,3,1,1,2,3,1,5,0,0,0.0,0,52.14369,21.06322,9,530.09,118.95,5219.19,25,317.0,8650,12,False,1,POINT (21.06322 52.14369)
2657,870000.0,34.25,2,1,1,3,8,1,5,1967,2,900.0,0,52.22994,20.99925,9,287.07,142.51,717.12,4,558.0,2665,17,False,0,POINT (20.99925 52.22994)
2792,899000.0,48.0,2,1,1,1,4,1,5,1963,0,600.0,0,52.2661898,20.97165575,1,587.48,171.71,1121.11,15,47.0,2801,18,False,0,POINT (20.97165575 52.2661898)
2949,970000.0,72.0,3,1,0,0,6,1,5,2007,0,950.0,0,52.2558273367,20.9158039246,6,1803.86,108.03,3126.87,23,873.0,2958,1,False,1,POINT (20.9158039246 52.2558273367)
4931,699900.0,48.2,3,1,1,1,4,1,5,1964,2,800.0,1,52.23477,20.94055,9,485.94,100.51,1300.38,16,453.0,4948,17,False,0,POINT (20.94055 52.23477)
5094,480000.0,27.63,1,1,1,2,10,1,5,1966,1,509.0,0,52.2449851368,20.9787014497,9,1422.83,50.98,1300.03,13,1290.0,5113,17,False,0,POINT (20.9787014497 52.2449851368)
5687,835000.0,46.59,2,1,0,7,9,1,5,2020,0,634.0,0,52.23976,21.08693,9,3055.18,179.73,1761.73,14,555.0,5707,6,False,0,POINT (21.08693 52.23976)
475,510000.0,28.6,1,1,1,3,10,1,5,1972,1,0.0,1,52.18953,21.00048,4,1070.44,59.71,1382.89,15,1136.0,478,4,False,0,POINT (21.00048 52.18953)
2575,799999.0,48.4,3,1,1,2,4,1,5,1965,0,750.0,1,52.2919340238,20.9435817454,9,669.28,254.87,4438.62,23,296.0,2583,3,False,1,POINT (20.9435817454 52.2919340238)
9455,1800000.0,52.5,2,1,0,10,28,1,5,2000,0,0.0,0,52.2301952,21.0005421,6,288.73,121.97,804.19,5,619.0,9481,9,False,0,POINT (21.0005421 52.2301952)
45,2098000.0,113.0,4,1,1,2,4,2,5,2009,0,1520.0,0,52.16315,21.07314,8,2364.55,252.06,5875.65,25,306.0,45,15,False,1,POINT (21.07314 52.16315)
2749,510000.0,34.0,2,1,1,8,8,1,5,1983,2,800.0,0,52.255032,20.9287047,4,1607.13,164.57,2278.43,21,176.0,2757,1,False,1,POINT (20.9287047 52.255032)
9610,650000.0,37.0,2,1,1,6,6,1,5,2017,0,500.0,0,52.1886737,20.8982732,9,5653.39,150.18,1239.55,21,705.0,9636,11,False,1,POINT (20.8982732 52.1886737)
13292,2100000.0,60.0,2,1,0,1,5,1,5,2020,0,750.0,0,52.2356737,20.9866732,9,635.64,218.61,1131.54,9,717.0,13342,17,False,0,POINT (20.9866732 52.2356737)
11742,949999.0,69.0,3,1,1,2,3,1,5,2018,0,850.0,0,52.1867842,20.8756356,9,6307.2,186.84,652.26,24,744.0,11783,11,False,1,POINT (20.8756356 52.1867842)
10198,1250000.0,50.0,3,1,0,0,7,1,5,2021,0,950.0,0,52.223902584,20.9399597626,6,1684.98,220.98,1181.49,16,733.0,10231,17,False,0,POINT (20.9399597626 52.223902584)
4237,990000.0,87.0,4,1,5,0,2,1,2,2024,1,0.0,0,52.2153428312,21.2393722693,2,13814.74,102.61,4234.45,26,1470.0,4249,14,False,2,POINT (21.2393722693 52.2153428312)
10528,2160000.0,90.23,4,1,0,11,27,1,5,2022,1,1000.0,0,52.23559,20.95597,9,299.76,185.32,415.63,14,66.0,10564,17,False,0,POINT (20.95597 52.23559)
8111,625000.0,40.0,2,1,1,3,4,1,5,2001,0,650.0,0,52.2386,21.10324,9,4170.64,166.19,1266.98,15,425.0,8134,6,False,1,POINT (21.10324 52.2386)
7041,899000.0,45.36,3,1,1,0,6,1,5,1967,2,946.0,0,52.22499,20.99418,4,876.26,115.54,231.7,7,110.0,7063,5,False,0,POINT (20.99418 52.22499)
13871,497000.0,38.0,2,0,1,1,2,1,5,0,1,0.0,0,52.31256,21.07192,9,2674.81,359.92,3890.61,22,792.0,13922,2,False,1,POINT (21.07192 52.31256)
8310,515000.0,27.0,1,1,1,4,4,1,5,1965,0,500.0,0,52.29073,20.94546,4,633.72,284.05,4262.29,21,251.0,8334,3,False,1,POINT (20.94546 52.29073)
4301,859000.0,72.5,4,1,1,1,4,1,2,1998,0,930.0,0,52.254597022,21.1565498182,8,7165.62,109.78,296.15,20,734.0,4313,8,False,1,POINT (21.1565498182 52.254597022)
4904,499000.0,25.0,1,1,1,5,10,1,5,1967,0,490.0,1,52.2044340911,20.9692011905,6,2648.66,137.71,866.4,15,337.0,4921,5,False,0,POINT (20.9692011905 52.2044340911)
8049,898000.0,58.0,3,1,1,1,15,1,5,1978,0,900.0,3,52.28306,20.97096,4,1003.84,129.74,2981.71,17,221.0,8072,3,False,0,POINT (20.97096 52.28306)
6194,1240000.0,74.91,3,1,1,1,3,1,5,2016,0,1000.0,0,52.33128035,20.9736899457,6,5355.72,455.95,874.32,25,294.0,6215,2,False,1,POINT (20.9736899457 52.33128035)
9225,864000.0,53.0,3,1,1,7,10,1,5,1972,0,900.0,1,52.28864,21.02144,9,683.28,231.09,905.16,20,792.0,9251,10,False,0,POINT (21.02144 52.28864)
1173,795000.0,46.83,2,1,1,1,10,1,5,1986,0,860.0,0,52.13972805,21.0540984418,4,198.32,83.95,4488.91,27,537.0,1178,12,False,1,POINT (21.0540984418 52.13972805)
3667,890000.0,64.8,3,1,1,2,4,1,5,1999,0,926.86,0,52.2231105747,21.1042729064,0,4880.27,125.38,2631.85,17,1083.0,3676,6,False,1,POINT (21.1042729064 52.2231105747)
13554,1700000.0,84.3,3,1,6,5,6,1,5,1925,3,1207.18,0,52.22787,20.99553,1,543.51,45.21,375.19,4,302.0,13604,17,False,0,POINT (20.99553 52.22787)
1704,835000.0,55.73,3,1,1,3,10,1,5,1975,2,800.0,1,52.23491,20.98042,9,535.85,135.08,1130.61,8,1151.0,1709,17,False,0,POINT (20.98042 52.23491)
11910,689000.0,37.5,2,1,1,3,4,1,5,1971,3,615.0,1,52.19624,20.97455,9,2558.69,333.37,514.37,15,257.0,11951,5,False,0,POINT (20.97455 52.19624)
9842,1450000.0,53.22,2,1,0,6,8,1,5,2014,0,1000.0,3,52.23128695,20.97506414,9,471.05,151.05,963.18,11,765.0,9874,17,False,0,POINT (20.97506414 52.23128695)
9797,699000.0,33.0,1,1,1,2,4,1,5,2009,0,700.0,0,52.2342362055,20.934598323,9,692.57,24.63,1659.38,18,807.0,9829,17,False,0,POINT (20.934598323 52.2342362055)
7324,753000.0,38.0,2,1,0,8,10,1,5,2004,0,688.0,0,52.2050348,21.0455853,1,2365.1,220.76,3397.12,13,438.0,7347,4,False,1,POINT (21.0455853 52.2050348)
7262,1165000.0,75.0,4,1,1,0,1,1,5,2016,0,181.0,0,52.18004,21.17223,9,9001.19,15.81,1200.82,23,1015.0,7284,13,False,2,POINT (21.17223 52.18004)
5366,599760.0,23.8,1,1,6,1,3,1,5,1936,3,635.0,0,52.20675,21.03342,9,1655.15,99.09,3011.32,12,52.0,5386,4,False,0,POINT (21.03342 52.20675)
211,2000000.0,82.0,4,1,0,0,5,1,5,2007,0,1080.0,0,52.1958188,21.047095,9,2140.61,114.96,4400.85,14,406.0,212,4,False,0,POINT (21.047095 52.1958188)
11374,810000.0,39.0,2,1,1,3,6,1,5,1962,0,650.0,0,52.2197196,21.0234305,1,516.77,121.09,1578.94,6,140.0,11414,9,False,0,POINT (21.0234305 52.2197196)
7235,795000.0,32.17,2,1,0,11,17,1,5,2018,0,680.0,0,52.23342,20.96885,9,164.96,40.97,851.42,11,358.0,7257,17,False,0,POINT (20.96885 52.23342)
8826,849000.0,57.6,3,1,1,9,15,1,5,1976,0,1000.0,0,52.27376,20.93008,9,1528.0,266.34,3484.49,23,49.0,8851,3,False,1,POINT (20.93008 52.27376)
8508,765000.0,47.34,2,1,0,2,5,1,5,2023,0,0.0,0,52.2409,21.10621,9,4327.99,75.25,987.01,16,272.0,8533,6,False,1,POINT (21.10621 52.2409)
11535,939000.0,53.1,2,1,0,2,8,1,5,2008,0,0.0,0,52.22543,21.08077,9,3434.24,155.09,3243.01,16,463.0,11575,6,False,0,POINT (21.08077 52.22543)
356,495000.0,31.6,1,1,1,11,20,1,5,1984,0,670.0,1,52.28352,20.97556,9,1268.96,251.75,2820.8,18,233.0,358,3,False,0,POINT (20.97556 52.28352)
5410,940000.0,44.06,2,1,1,2,4,1,5,2015,3,0.0,0,52.16559,21.06901,9,2357.59,63.12,5585.27,24,224.0,5430,15,False,1,POINT (21.06901 52.16559)
4518,727175.0,44.19,2,0,1,1,13,1,5,2026,1,0.0,0,52.2228106373,20.9535478943,9,1323.07,302.45,542.75,15,737.0,4533,17,False,0,POINT (20.9535478943 52.2228106373)
8016,1177000.0,62.0,2,1,0,1,4,2,5,2017,0,955.0,0,52.1537274072,21.0812137498,2,2172.85,473.64,6561.42,26,543.0,8039,15,False,1,POINT (21.0812137498 52.1537274072)
12281,720000.0,37.56,2,1,1,0,3,1,5,1956,2,600.0,0,52.2284407,21.0580195,1,2192.94,28.64,2055.84,10,135.0,12323,6,False,0,POINT (21.0580195 52.2284407)
4191,960000.0,65.6,3,1,1,1,3,2,5,1993,0,1150.0,0,52.1643137185,21.0196786243,9,544.4,186.21,2218.16,21,81.0,4203,12,False,0,POINT (21.0196786243 52.1643137185)
6890,678000.0,53.0,2,1,1,0,3,1,5,2010,3,0.0,0,52.3128088584,21.0585166238,1,2371.1,127.21,3717.18,22,0.0,6912,2,False,1,POINT (21.0585166238 52.3128088584)
13772,1295000.0,88.0,4,1,6,0,3,1,2,1923,0,780.0,0,52.2086061,20.9259631,1,3457.83,84.18,788.65,21,756.0,13823,16,False,1,POINT (20.9259631 52.2086061)
1451,1120000.0,62.0,2,1,1,1,2,1,5,2021,0,530.0,0,52.18003,21.10035,9,5006.11,113.42,5390.52,22,319.0,1456,15,False,1,POINT (21.10035 52.18003)
901,730000.0,38.5,2,1,1,7,10,1,5,1972,0,800.0,1,52.2274869589,21.0672910575,4,2634.91,163.34,2495.39,12,650.0,905,6,False,0,POINT (21.0672910575 52.2274869589)
3858,969000.0,67.0,3,1,1,0,4,1,5,2013,0,700.0,0,52.1984541611,20.8748421507,7,5171.25,167.0,705.0,25,344.0,3867,11,False,1,POINT (20.8748421507 52.1984541611)
1479,1050000.0,50.8,2,1,1,1,8,2,5,2016,0,650.0,0,52.2859655923,20.9289497994,9,505.38,90.86,4445.18,24,1400.0,1484,3,False,1,POINT (20.9289497994 52.2859655923)
11116,1990000.0,78.0,3,1,6,2,4,2,5,1898,2,1500.0,0,52.228086,21.00845,1,287.81,204.41,1209.95,3,876.0,11156,9,False,0,POINT (21.00845 52.228086)
7280,775000.0,32.0,1,0,0,3,5,1,5,2019,0,500.0,0,52.1913882,20.9869897,9,1883.68,101.65,496.24,15,814.0,7302,4,False,0,POINT (20.9869897 52.1913882)
5747,989000.0,62.22,2,1,1,4,5,1,5,2001,3,1109.0,3,52.1335361636,21.0561364868,6,547.57,147.12,4479.04,26,638.0,5767,12,False,1,POINT (21.0561364868 52.1335361636)
9934,6500000.0,262.0,4,1,0,6,6,1,5,2005,0,0.0,0,52.27097,20.97464,9,124.98,137.48,1659.81,16,150.0,9966,18,False,0,POINT (20.97464 52.27097)
944,1379000.0,86.87,4,1,1,0,3,1,5,1978,0,1500.0,1,52.1567329,21.0242219,4,608.37,112.35,2719.72,19,200.0,948,12,False,1,POINT (21.0242219 52.1567329)
9579,850000.0,43.0,2,1,0,0,4,1,5,2017,2,0.0,0,52.1654,21.07332,1,2548.06,233.47,5880.2,24,422.0,9605,15,False,1,POINT (21.07332 52.1654)
5405,685900.0,52.8,3,1,1,3,10,1,5,1974,2,0.0,0,52.273305,20.93666,9,1278.59,178.85,3092.17,20,424.0,5425,3,False,1,POINT (20.93666 52.273305)
4453,2499500.0,165.0,4,1,1,2,2,1,5,2001,0,850.0,0,52.17001,21.04243,9,1100.48,111.82,3794.99,19,309.0,4465,12,False,0,POINT (21.04243 52.17001)
1268,690000.0,53.0,3,1,1,3,3,1,5,2011,0,900.0,1,52.36052,21.03522,9,7420.09,287.69,4283.11,32,2566.66,1273,2,False,1,POINT (21.03522 52.36052)
7027,2750000.0,153.0,4,1,0,8,9,1,5,2003,0,1240.0,0,52.2029134,21.0142424,1,379.11,124.39,2534.59,12,287.0,7049,4,False,0,POINT (21.0142424 52.2029134)
3417,1552000.0,67.48,3,1,0,1,4,2,5,2011,0,890.0,0,52.16033135,21.0653725895,1,1764.95,452.19,5372.29,28,238.0,3426,15,False,1,POINT (21.0653725895 52.16033135)
