OBJECTID,price,m2,rooms_number,market,building_type,floor_no,building_floor,windows_type,heating,build_year,construction,rent,building_ownership,latitude,longitude,building_material,metro_distance,bust_tram_distance,rail_distance,centre_travel_time,park_distance,uniqueID,district_numerical,is_duplicate,labels,geometry
13175,864900.0,48.65,3,1,1,3,3,1,5,1963,3,790.0,0,52.2333309,20.937564059,9,711.12,203.4,1436.67,17,589.0,13225,17,False,0,POINT (20.937564059 52.2333309)
1814,873600.0,56.0,3,1,1,3,6,1,5,2012,0,850.0,0,52.3098,21.00464,9,2294.17,47.42,629.79,18,1032.0,1819,2,False,1,POINT (21.00464 52.3098)
5852,775000.0,50.0,3,1,1,4,10,1,5,1977,0,700.0,3,52.2370384,20.9358025,9,457.8,229.15,1556.18,20,863.0,5872,17,False,0,POINT (20.9358025 52.2370384)
3662,699000.0,32.0,2,1,1,10,10,1,5,1993,0,590.0,3,52.13313335,21.07231404,4,458.22,121.43,5573.48,28,344.0,3671,12,False,1,POINT (21.07231404 52.13313335)
11700,699000.0,38.0,2,1,1,0,10,1,5,1970,0,800.0,1,52.23161635,20.9349715603,4,963.31,289.13,1572.88,20,766.0,11741,17,False,0,POINT (20.9349715603 52.23161635)
43,666000.0,37.0,2,1,1,2,10,1,5,1975,0,640.0,0,52.18675065,21.05791533,9,2363.68,281.01,4899.6,18,23.0,43,4,False,0,POINT (21.05791533 52.18675065)
12399,565000.0,41.0,2,1,1,5,10,1,5,1974,0,0.0,3,52.2887591,21.0274124,4,511.4,170.61,1206.48,19,386.0,12442,10,False,0,POINT (21.0274124 52.2887591)
680,733000.0,48.0,2,1,0,3,3,1,5,1999,0,640.0,0,52.1922322751,20.9712503982,1,2878.67,162.03,627.64,16,280.0,684,16,False,0,POINT (20.9712503982 52.1922322751)
12860,799000.0,49.3,2,1,1,2,2,1,5,1955,0,700.0,0,52.2458939682,21.082034111,1,2628.9,70.65,1753.74,14,373.0,12908,6,False,0,POINT (21.082034111 52.2458939682)
9537,1999990.0,50.11,2,1,0,11,24,1,5,2022,0,1000.0,3,52.22748,20.95632,9,836.54,51.06,282.66,14,410.0,9563,17,False,0,POINT (20.95632 52.22748)
2248,696000.0,43.5,1,1,1,1,2,2,5,1999,0,800.0,1,52.2265734,21.1089032,1,4972.44,342.67,2154.15,20,1278.0,2254,6,False,1,POINT (21.1089032 52.2265734)
6146,1750000.0,110.0,4,1,1,3,3,1,2,2013,0,2000.0,0,52.236096006,21.1328376984,3,6207.93,311.57,207.93,18,861.0,6167,13,False,1,POINT (21.1328376984 52.236096006)
7974,955000.0,56.26,2,1,0,11,15,1,5,2010,0,650.0,0,52.2450578418,20.9618811926,9,815.2,117.47,235.78,15,331.0,7997,17,False,0,POINT (20.9618811926 52.2450578418)
4559,1195000.0,82.0,3,1,0,6,6,1,5,2009,3,0.0,0,52.18973,20.90497,9,5472.55,79.26,1368.37,21,829.0,4574,11,False,1,POINT (20.90497 52.18973)
7286,590000.0,38.58,2,1,6,0,3,1,5,1938,0,75.0,0,52.23872,21.10538,1,4311.35,181.98,1232.82,15,452.0,7308,6,False,1,POINT (21.10538 52.23872)
2641,870240.0,62.16,3,0,1,1,5,1,5,2026,1,0.0,0,52.22745,20.88773,9,2114.56,22.97,2411.74,24,2128.32,2649,1,False,1,POINT (20.88773 52.22745)
9436,750000.0,60.4,3,1,6,4,4,1,5,1960,0,1033.64,0,52.2933853038,21.0216519263,1,326.69,118.15,631.91,19,734.0,9462,10,False,0,POINT (21.0216519263 52.2933853038)
2356,599000.0,37.2,2,1,1,3,4,1,5,1971,0,700.0,1,52.1922631791,20.9757578891,7,2583.29,195.51,340.92,15,438.0,2364,16,False,0,POINT (20.9757578891 52.1922631791)
12377,6500000.0,327.0,7,1,1,2,2,1,5,2005,3,0.0,0,52.14587,21.01843,9,1554.5,118.78,2713.12,21,1260.0,12420,12,False,1,POINT (21.01843 52.14587)
4104,2900000.0,75.0,3,1,1,3,5,1,5,1998,0,1400.0,0,52.2155402,21.0225166,9,522.38,152.6,2047.33,7,279.0,4116,9,False,0,POINT (21.0225166 52.2155402)
8419,395000.0,21.49,1,1,1,4,7,1,5,1962,2,400.0,0,52.2080222,20.9731873867,4,2318.28,105.23,1331.78,14,71.0,8443,5,False,0,POINT (20.9731873867 52.2080222)
10752,2599000.0,150.0,4,1,1,2,4,1,5,1951,0,1200.0,1,52.20167,21.03049,9,1268.46,101.19,3535.9,12,107.0,10788,4,False,0,POINT (21.03049 52.20167)
11375,1590000.0,83.23,3,1,0,2,4,2,5,2009,0,1200.0,0,52.1598307,21.0801089,3,2539.61,211.18,6380.25,23,604.0,11415,15,False,1,POINT (21.0801089 52.1598307)
4880,960000.0,55.5,3,1,1,4,10,1,5,1971,0,928.0,0,52.2988001,21.0434451951,9,784.49,180.27,2147.81,21,416.0,4896,10,False,0,POINT (21.0434451951 52.2988001)
2272,479000.0,29.0,1,1,1,2,4,1,5,1969,0,321.0,3,52.2947171,21.0286542897,6,113.45,138.68,1091.23,21,386.0,2278,10,False,0,POINT (21.0286542897 52.2947171)
6242,959000.0,100.0,4,1,1,1,1,1,5,2020,0,750.0,0,52.33101,21.01502,9,4184.7,348.87,1992.86,27,981.0,6263,2,False,1,POINT (21.01502 52.33101)
5285,1179780.0,56.18,3,1,1,1,7,1,5,2015,3,1130.0,0,52.2881348676,20.9416372691,1,256.5,273.52,4129.26,22,621.0,5304,3,False,1,POINT (20.9416372691 52.2881348676)
4362,819000.0,66.6,4,1,1,10,10,1,5,1974,2,1200.0,3,52.17718,21.04778,4,1502.92,65.35,4167.27,19,361.0,4374,4,False,0,POINT (21.04778 52.17718)
3274,1900000.0,94.0,4,1,0,3,4,1,5,2006,0,1784.0,0,52.1656303,21.0775482007,6,2773.2,244.9,6169.19,22,609.0,3283,15,False,1,POINT (21.0775482007 52.1656303)
9336,1299000.0,81.3,4,1,1,3,4,1,5,1983,3,900.0,0,52.20253,21.05213,9,2726.87,193.92,3828.61,14,637.0,9362,4,False,0,POINT (21.05213 52.20253)
10121,919000.0,53.72,2,1,6,4,5,1,5,1950,0,800.0,0,52.1974482,21.0133233,1,61.06,31.4,2286.03,10,378.0,10154,4,False,0,POINT (21.0133233 52.1974482)
2576,2580000.0,99.3,4,1,0,6,7,1,5,0,3,1350.0,3,52.1913037511,21.025121561,9,560.29,68.08,2879.81,13,41.0,2584,4,False,0,POINT (21.025121561 52.1913037511)
9945,673000.0,53.16,3,1,1,6,10,1,5,0,2,0.0,0,52.2907019482,21.0199433583,4,571.29,85.37,669.95,19,830.0,9977,10,False,0,POINT (21.0199433583 52.2907019482)
11058,575000.0,33.5,2,1,1,3,12,1,5,1980,0,600.0,0,52.19341,21.06513,9,3091.16,143.6,5139.06,16,280.0,11097,4,False,0,POINT (21.06513 52.19341)
4593,899000.0,63.5,3,1,1,3,10,1,5,1980,0,1088.0,0,52.2267144,21.0913997,4,3923.13,134.19,2774.39,15,247.0,4608,6,False,0,POINT (21.0913997 52.2267144)
5151,990000.0,49.3,2,1,6,1,4,1,1,1938,2,529.0,0,52.201450079,21.0206046852,1,615.68,195.79,2881.07,11,167.0,5170,4,False,0,POINT (21.0206046852 52.201450079)
6681,524000.0,31.0,1,1,0,2,3,1,5,2023,0,500.0,3,52.2747851399,20.9663396722,9,405.6,149.65,2115.43,19,176.0,6702,3,False,0,POINT (20.9663396722 52.2747851399)
9541,1990000.0,78.0,3,1,6,2,4,1,5,1898,3,0.0,3,52.22752,21.0064,1,419.29,186.27,1060.58,2,722.0,9567,9,False,0,POINT (21.0064 52.22752)
7152,920000.0,32.0,1,1,0,2,7,1,5,2018,0,0.0,0,52.1843877,21.0114751,9,619.64,159.59,1733.45,15,860.0,7174,4,False,0,POINT (21.0114751 52.1843877)
809,999000.0,52.6,2,1,1,3,8,2,5,2014,0,540.0,0,52.22225,20.93268,1,1976.99,185.22,1339.07,16,691.0,813,17,False,0,POINT (20.93268 52.22225)
11914,848900.0,55.0,2,1,1,3,3,1,5,1980,3,0.0,3,52.17373,21.03884,9,838.35,109.35,3615.48,18,389.0,11955,4,False,0,POINT (21.03884 52.17373)
1985,545000.0,31.3,1,1,1,9,11,1,5,1980,0,580.0,0,52.1537918,21.0307959,9,339.02,89.69,3261.98,20,132.0,1991,12,False,1,POINT (21.0307959 52.1537918)
11671,929018.75,68.75,4,1,1,1,2,1,5,2018,0,0.0,3,52.3448173,21.0530869,9,5851.01,218.64,4718.63,27,1812.0,11712,2,False,1,POINT (21.0530869 52.3448173)
9942,1165000.0,64.0,2,1,0,1,4,1,5,2012,0,987.0,0,52.15812,21.07972,0,2429.45,34.1,6376.88,26,721.0,9974,15,False,1,POINT (21.07972 52.15812)
6448,1115000.0,62.0,3,1,1,6,6,1,5,2021,0,890.0,0,52.23566,21.12196,9,5488.88,142.41,940.42,19,777.0,6469,6,False,1,POINT (21.12196 52.23566)
7868,4332000.0,180.5,4,1,0,0,4,1,5,2007,0,2670.0,3,52.1725335,21.0514454259,9,1697.69,171.67,4445.55,20,141.0,7891,4,False,0,POINT (21.0514454259 52.1725335)
12952,1840000.0,175.9,6,1,5,0,3,2,2,2004,0,1358.0,0,52.21098855,21.1892765694,1,10701.39,419.5,1595.39,26,882.0,13002,13,False,2,POINT (21.1892765694 52.21098855)
7002,699000.0,37.76,1,1,6,4,5,1,5,1958,2,498.0,0,52.23484,21.00226,1,266.15,141.11,1255.18,5,275.0,7024,9,False,0,POINT (21.00226 52.23484)
4133,1790000.0,81.3,3,1,6,1,3,1,5,1927,3,1071.0,0,52.20672,20.92027,1,3587.91,218.48,355.86,20,334.0,4145,16,False,1,POINT (20.92027 52.20672)
1950,890000.0,46.0,2,1,1,11,11,1,5,1980,0,600.0,0,52.2542277002,20.9881058656,9,555.71,214.19,570.68,11,90.0,1955,9,False,0,POINT (20.9881058656 52.2542277002)
11290,1638830.0,92.2,4,0,0,3,9,1,5,2025,1,0.0,0,52.18282,20.99825,9,1433.31,171.51,818.72,15,1422.0,11330,4,False,0,POINT (20.99825 52.18282)
1820,880000.0,66.2,2,1,1,1,7,1,5,2002,0,0.0,0,52.23295,21.0861,9,3261.99,310.69,2349.69,12,249.0,1825,6,False,0,POINT (21.0861 52.23295)
4243,830000.0,36.8,2,1,0,7,10,2,5,2020,0,415.0,0,52.1694595,20.9946709878,9,2158.62,119.94,639.8,21,88.0,4255,12,False,0,POINT (20.9946709878 52.1694595)
1442,715000.0,47.0,3,1,1,3,4,1,5,1966,2,955.0,1,52.26558,20.96183,0,936.55,142.47,1271.22,16,356.0,1447,18,False,0,POINT (20.96183 52.26558)
1141,790000.0,25.53,1,1,0,6,8,2,5,2023,0,0.0,0,52.1833790259,21.0088764445,9,817.7,12.46,1533.56,15,1070.0,1146,4,False,0,POINT (21.0088764445 52.1833790259)
9875,653000.0,35.0,2,1,0,8,8,1,5,2023,1,0.0,0,52.27773,21.01572,9,1924.81,235.59,468.72,18,1183.0,9907,7,False,0,POINT (21.01572 52.27773)
10211,800000.0,45.36,2,1,1,2,2,1,5,2021,0,700.0,0,52.34136,21.05395,9,5470.03,228.58,4692.65,27,1739.0,10244,2,False,1,POINT (21.05395 52.34136)
7495,949000.0,69.0,3,1,1,1,3,1,5,1993,2,1470.0,1,52.1323878245,21.0748424223,3,586.1,74.57,5738.22,28,347.0,7518,12,False,1,POINT (21.0748424223 52.1323878245)
1367,689000.0,38.12,2,1,1,5,5,1,5,2017,0,500.0,0,52.24554,20.90146,0,1018.39,164.0,3922.99,21,924.0,1372,1,False,1,POINT (20.90146 52.24554)
77,480000.0,29.2,1,1,1,0,4,1,5,1951,2,0.0,0,52.23554,20.96799,9,276.59,196.77,751.26,13,452.0,77,17,False,0,POINT (20.96799 52.23554)
4019,1280000.0,69.3,3,1,0,2,6,2,5,2018,0,1200.0,0,52.2703,20.92995,6,1832.12,123.0,3291.1,22,279.0,4031,3,False,1,POINT (20.92995 52.2703)
108,739000.0,37.06,3,1,1,8,8,1,5,1968,0,600.0,0,52.20998,20.97298,9,2267.62,162.13,1167.75,15,23.0,108,5,False,0,POINT (20.97298 52.20998)
6851,785000.0,46.0,2,1,1,1,3,1,5,1968,0,0.0,0,52.25152,21.07988,9,2520.76,126.73,1720.78,15,170.0,6873,6,False,0,POINT (21.07988 52.25152)
4712,980500.0,53.0,2,1,6,4,4,1,5,1957,0,0.0,0,52.2145562414,20.9694968284,1,1876.3,45.7,605.9,11,406.0,4727,5,False,0,POINT (20.9694968284 52.2145562414)
1877,1190000.0,65.92,3,1,6,1,4,2,5,1956,0,980.0,0,52.20398,21.03895,1,1896.78,250.8,3379.72,12,37.0,1882,4,False,0,POINT (21.03895 52.20398)
3636,1019000.0,42.0,2,0,1,3,4,1,5,1961,0,720.0,0,52.2417707082,20.9991029632,1,320.64,245.42,1850.82,7,321.0,3645,9,False,0,POINT (20.9991029632 52.2417707082)
3394,850000.0,63.6,4,1,1,4,4,1,5,1973,0,1000.0,1,52.18022,21.04815,4,1614.39,216.36,4178.5,21,691.0,3403,4,False,0,POINT (21.04815 52.18022)
12023,634809.0,47.73,2,0,1,2,3,1,5,2024,1,0.0,0,52.29286373,20.88319123,9,3085.9,411.47,7313.94,26,2865.52,12065,3,False,1,POINT (20.88319123 52.29286373)
7378,655000.0,43.67,2,1,0,0,4,1,5,2016,3,0.0,0,52.3189878,21.0665599788,9,3176.75,108.78,4558.58,22,774.0,7401,2,False,1,POINT (21.0665599788 52.3189878)
4159,2700000.0,107.0,3,1,1,3,4,2,5,2017,0,0.0,0,52.15918,21.06826,9,1823.47,304.22,5584.23,27,340.0,4171,15,False,1,POINT (21.06826 52.15918)
8331,775000.0,61.0,3,1,0,0,10,1,5,0,2,0.0,3,52.20010695,21.0511022126,9,2576.27,130.24,4045.93,12,664.0,8355,4,False,0,POINT (21.0511022126 52.20010695)
9303,640000.0,30.0,2,1,1,9,16,1,5,1978,2,575.0,3,52.225555,21.042054,7,1753.57,73.36,1309.63,10,255.0,9329,9,False,0,POINT (21.042054 52.225555)
11303,659000.0,59.59,2,1,1,0,2,1,5,1958,0,740.0,0,52.2671602,21.1786202117,1,8129.47,150.61,1375.81,26,721.0,11343,8,False,2,POINT (21.1786202117 52.2671602)
3182,3150000.0,102.5,3,1,0,1,5,1,5,2013,0,1200.0,0,52.20274,20.99519,9,1020.84,354.48,1441.51,12,365.0,3191,4,False,0,POINT (20.99519 52.20274)
10037,675000.0,41.9,2,1,1,6,6,1,5,2001,3,570.0,0,52.1923,20.89864,9,5252.35,188.62,1036.16,23,332.0,10069,11,False,1,POINT (20.89864 52.1923)
4715,4200000.0,127.5,3,1,0,5,5,2,5,2004,0,2350.0,0,52.20654785,20.9983354462,9,653.26,76.33,1900.47,10,68.0,4730,4,False,0,POINT (20.9983354462 52.20654785)
13520,1590000.0,60.45,3,1,0,0,4,1,5,2017,0,845.0,0,52.25655805,20.9643619079,9,1752.98,178.89,542.42,14,338.0,13570,18,False,0,POINT (20.9643619079 52.25655805)
61,1590000.0,53.22,2,1,0,2,7,2,5,2010,0,600.0,0,52.254377493,20.9951982826,9,357.5,57.96,558.92,10,253.0,61,9,False,0,POINT (20.9951982826 52.254377493)
8985,3700000.0,168.0,4,1,0,4,4,2,5,2016,0,0.0,0,52.1604413945,21.0735154152,1,2194.21,105.38,5924.62,24,417.0,9010,15,False,1,POINT (21.0735154152 52.1604413945)
137,1892000.0,88.0,3,1,6,2,4,1,5,1931,0,1237.0,0,52.2662659255,20.9881525037,1,352.15,94.03,812.57,11,56.0,138,18,False,0,POINT (20.9881525037 52.2662659255)
2008,865000.0,55.0,2,1,1,3,5,2,5,2001,2,770.0,1,52.1441443933,21.0559375917,1,249.88,100.17,4770.73,26,810.0,2014,12,False,1,POINT (21.0559375917 52.1441443933)
10552,680000.0,33.48,2,1,1,7,9,1,5,1965,2,450.0,0,52.2499226,20.9868622,6,983.97,96.13,1051.87,10,543.0,10588,9,False,0,POINT (20.9868622 52.2499226)
11841,999000.0,59.12,2,1,1,7,1,1,5,2009,0,492.0,3,52.2398563,20.8936662,9,1281.11,105.64,3797.52,21,1583.0,11882,1,False,1,POINT (20.8936662 52.2398563)
5400,1490000.0,73.04,3,1,6,0,3,1,5,1936,1,700.0,1,52.20947,21.0461,9,2268.37,141.17,2954.92,13,341.0,5420,4,False,0,POINT (21.0461 52.20947)
2807,1139000.0,69.5,3,1,1,1,4,2,5,1995,2,970.0,1,52.1457,21.06406,1,698.24,63.9,5351.09,24,303.0,2816,12,False,1,POINT (21.06406 52.1457)
474,570000.0,36.0,1,1,1,2,3,2,5,1993,2,520.0,1,52.1860684393,21.0600109833,1,2484.17,155.02,5031.04,20,176.0,477,4,False,0,POINT (21.0600109833 52.1860684393)
4814,2803675.0,160.21,5,0,0,1,2,2,5,2024,1,14.0,0,52.1803769754,21.0428992065,9,1255.01,251.04,3819.52,20,716.0,4830,4,False,0,POINT (21.0428992065 52.1803769754)
6201,620000.0,45.86,2,1,1,2,2,1,0,2005,0,0.0,0,52.309893,21.0596457,1,2072.35,145.48,3620.37,20,175.0,6222,2,False,1,POINT (21.0596457 52.309893)
6670,749000.0,46.82,2,1,1,2,10,1,5,1975,0,0.0,0,52.1991,20.96973,9,2769.18,184.89,355.7,15,353.0,6691,5,False,0,POINT (20.96973 52.1991)
8414,1140000.0,69.16,3,1,6,2,3,2,5,1938,2,0.0,0,52.2299877295,20.991885066,6,485.97,117.66,461.0,6,609.0,8438,17,False,0,POINT (20.991885066 52.2299877295)
6893,1249000.0,66.0,2,1,6,2,3,1,5,1930,0,0.0,0,52.20561451,21.01332664,1,405.96,184.92,2619.84,9,42.0,6915,4,False,0,POINT (21.01332664 52.20561451)
2344,650000.0,48.0,3,1,1,1,10,1,5,1970,2,700.0,0,52.17372,21.01014,9,1070.8,116.72,1738.35,18,547.0,2352,4,False,0,POINT (21.01014 52.17372)
11843,722865.0,43.81,2,0,0,0,4,1,5,0,3,0.0,0,52.2406902889,21.1484069866,9,7193.64,252.41,956.11,22,239.0,11884,8,False,1,POINT (21.1484069866 52.2406902889)
1889,650000.0,46.4,2,1,1,4,10,1,5,1975,0,700.0,0,52.2985626481,21.0431188831,4,768.42,199.58,2120.61,21,398.0,1894,10,False,0,POINT (21.0431188831 52.2985626481)
10927,870000.0,57.6,3,1,1,9,15,1,5,1976,3,0.0,0,52.27323,20.9333,9,1439.61,173.49,3270.59,21,197.0,10963,3,False,1,POINT (20.9333 52.27323)
4007,895000.0,64.0,3,1,1,2,14,1,5,1984,0,900.0,1,52.2466974617,21.0866975186,3,2943.29,169.53,1423.2,14,176.0,4019,6,False,0,POINT (21.0866975186 52.2466974617)
4584,1299000.0,84.0,4,1,0,1,4,1,5,1991,0,0.0,0,52.1441974598,21.067014249,1,775.24,155.79,5482.92,25,52.0,4599,12,False,1,POINT (21.067014249 52.1441974598)
3935,1339000.0,60.0,3,1,1,0,6,1,5,2019,0,0.0,0,52.2732184,20.9160916,9,2150.96,70.88,4182.39,23,858.0,3944,3,False,1,POINT (20.9160916 52.2732184)
5278,925000.0,47.0,2,1,1,4,7,1,5,2014,0,0.0,3,52.2455965056,20.961001428,1,868.41,120.04,152.43,15,320.0,5297,17,False,0,POINT (20.961001428 52.2455965056)
3504,650000.0,36.2,3,1,1,1,3,1,5,1960,3,550.0,0,52.23793,20.94413,1,119.98,112.0,979.4,16,333.0,3513,17,False,0,POINT (20.94413 52.23793)
9507,667000.0,37.0,1,1,6,2,4,1,5,1960,0,327.0,0,52.2311506837,21.0575900093,1,1923.31,93.97,1778.51,10,425.0,9533,6,False,0,POINT (21.0575900093 52.2311506837)
4349,2300000.0,116.0,3,1,0,4,5,1,5,2014,0,1200.0,0,52.20612,20.89328,9,3861.38,98.61,247.81,22,605.0,4361,16,False,1,POINT (20.89328 52.20612)
13600,999999.0,65.0,3,1,1,3,13,1,5,1972,3,0.0,0,52.25524,20.98722,9,541.03,135.71,490.22,12,73.0,13650,9,False,0,POINT (20.98722 52.25524)
10190,740000.0,28.0,1,1,1,5,15,1,5,1955,0,0.0,0,52.23578,21.00558,9,101.91,147.98,1480.48,5,263.0,10223,9,False,0,POINT (21.00558 52.23578)
4849,969000.0,49.0,2,1,6,2,5,1,5,1950,0,550.0,0,52.199556276,21.0121289047,1,3.82,10.21,2265.19,10,511.0,4865,4,False,0,POINT (21.0121289047 52.199556276)
6183,2790000.0,111.56,4,1,0,0,4,2,5,2009,0,1400.0,0,52.1609106533,21.0693446127,7,2004.95,174.41,5635.53,28,197.0,6204,15,False,1,POINT (21.0693446127 52.1609106533)
7954,1380000.0,52.5,2,1,6,4,4,1,5,1924,0,800.0,0,52.2180371,20.9812078,1,1290.2,107.18,813.55,9,301.0,7977,5,False,0,POINT (20.9812078 52.2180371)
11591,2750000.0,125.4,3,1,0,7,11,2,5,2000,0,0.0,1,52.2550537,20.9838127,6,761.38,18.13,648.78,11,307.0,11631,9,False,0,POINT (20.9838127 52.2550537)
13470,660000.0,41.53,2,1,1,4,10,1,5,1974,1,760.0,1,52.23515315,20.935383052,4,618.21,108.21,1627.13,19,787.0,13520,17,False,0,POINT (20.935383052 52.23515315)
516,2300000.0,74.47,3,1,0,7,11,1,5,2020,0,1116.0,0,52.23855,20.98855,9,830.45,102.58,1420.96,8,541.0,520,17,False,0,POINT (20.98855 52.23855)
4143,699000.0,37.89,2,1,1,4,4,1,5,1960,0,580.0,0,52.25113,20.98881,9,801.98,173.46,888.17,9,382.0,4155,9,False,0,POINT (20.98881 52.25113)
11864,1465000.0,74.67,3,1,0,0,4,2,5,2014,0,1000.0,0,52.1628976,21.0753264,6,2459.37,314.61,6026.49,23,453.0,11905,15,False,1,POINT (21.0753264 52.1628976)
3011,2650000.0,80.0,3,1,6,1,5,2,5,1939,0,1280.0,0,52.22761,21.03476,1,1367.98,117.09,809.43,7,21.0,3020,9,False,0,POINT (21.03476 52.22761)
5110,678800.0,34.06,2,1,1,1,12,1,5,0,1,0.0,3,52.2454970638,21.0030558392,9,127.79,106.4,1678.97,6,152.0,5129,9,False,0,POINT (21.0030558392 52.2454970638)
13581,1472000.0,64.0,2,1,6,3,3,1,5,1950,0,0.0,0,52.2081,21.01242,9,263.26,38.53,2454.86,10,147.0,13631,4,False,0,POINT (21.01242 52.2081)
6633,568000.0,44.0,2,1,1,11,11,1,5,1991,0,600.0,0,52.3281469,20.9432347,9,4164.4,160.01,2970.19,26,1435.0,6654,2,False,1,POINT (20.9432347 52.3281469)
5697,785000.0,54.9,3,1,1,1,10,1,5,1975,0,0.0,1,52.29211,21.04796,4,28.87,10.42,2399.4,21,450.0,5717,10,False,0,POINT (21.04796 52.29211)
4711,649000.0,30.5,2,1,6,0,2,1,5,1954,0,480.0,0,52.1699,20.9984,1,1899.54,34.8,878.22,20,108.0,4726,4,False,0,POINT (20.9984 52.1699)
8484,495000.0,18.0,1,1,0,11,24,1,5,2023,0,295.0,0,52.2274901542,20.9556183259,3,876.23,67.85,302.38,11,380.0,8509,17,False,0,POINT (20.9556183259 52.2274901542)
9184,2700000.0,124.2,3,1,1,3,5,1,5,1931,0,0.0,1,52.23514,21.03515,9,589.25,33.52,510.48,9,179.0,9210,9,False,0,POINT (21.03515 52.23514)
12624,1093246.0,47.74,2,0,0,1,6,1,5,2024,3,0.0,0,52.2246,20.9748,9,737.22,354.03,699.3,8,978.0,12669,17,False,0,POINT (20.9748 52.2246)
9885,699000.0,37.9,2,1,1,3,6,1,5,2023,3,475.0,0,52.19522,20.90811,9,4845.67,95.04,1304.03,21,797.0,9917,11,False,1,POINT (20.90811 52.19522)
11666,798000.0,42.66,2,1,0,4,7,1,5,2010,0,750.0,0,52.2417752,20.923713,1,408.84,183.6,2385.41,21,629.0,11707,1,False,1,POINT (20.923713 52.2417752)
4320,950000.0,49.0,2,1,1,10,10,1,5,1970,3,0.0,0,52.23968,20.98384,9,1034.51,173.24,1614.03,10,876.0,4332,17,False,0,POINT (20.98384 52.23968)
5738,715000.0,32.3,2,1,0,5,11,1,5,2019,0,410.0,0,52.1871698,20.9928281,1,1634.3,119.75,866.51,15,1237.0,5758,4,False,0,POINT (20.9928281 52.1871698)
1350,1080000.0,61.7,3,1,1,0,10,1,5,1976,0,1100.0,1,52.2696726616,21.0540312828,4,196.08,179.94,616.63,19,306.0,1355,10,False,0,POINT (21.0540312828 52.2696726616)
7251,735000.0,48.0,2,1,1,4,12,1,5,1975,0,800.0,1,52.1743920621,21.0567842859,4,2067.1,216.97,4813.29,21,555.0,7273,4,False,0,POINT (21.0567842859 52.1743920621)
9938,920000.0,63.14,3,1,1,1,4,1,5,2017,0,0.0,0,52.32037,20.96435,6,3999.95,206.18,2093.89,23,965.0,9970,2,False,1,POINT (20.96435 52.32037)
3984,968527.0,69.23,4,1,6,1,3,1,5,1937,2,870.0,0,52.2423284,21.1013686,1,3980.79,35.31,910.11,15,593.0,3996,6,False,1,POINT (21.1013686 52.2423284)
6791,1800000.0,83.5,4,1,1,1,8,1,5,2022,0,750.0,0,52.22077,20.95852,1,1327.37,69.43,250.3,16,700.0,6813,17,False,0,POINT (20.95852 52.22077)
634,786255.0,60.95,3,1,1,5,10,1,5,1973,2,930.0,1,52.19376445,20.9736844505,4,2672.35,63.19,464.57,17,227.0,638,16,False,0,POINT (20.9736844505 52.19376445)
649,897247.0,73.0,4,1,1,2,2,1,5,1967,0,800.0,0,52.2143905753,21.1745077968,7,9623.87,486.28,1008.02,24,875.0,653,13,False,2,POINT (21.1745077968 52.2143905753)
4816,1100000.0,65.13,3,1,0,11,25,1,5,0,0,0.0,0,52.234361353,21.1127211833,9,4910.54,115.17,1586.5,15,656.0,4832,6,False,1,POINT (21.1127211833 52.234361353)
6680,890000.0,46.2,2,1,0,9,12,1,5,2006,0,730.0,0,52.19117,20.98891,9,1773.32,201.9,625.8,17,803.0,6701,4,False,0,POINT (20.98891 52.19117)
6334,980000.0,35.0,1,1,1,5,5,1,5,2016,0,500.0,0,52.23555,20.98462,1,582.99,227.06,1157.94,9,856.0,6355,17,False,0,POINT (20.98462 52.23555)
5026,959000.0,70.0,3,1,0,1,4,0,5,2024,0,0.0,0,52.3155880639,21.0632473708,9,2748.46,197.59,4156.43,22,335.0,5045,2,False,1,POINT (21.0632473708 52.3155880639)
7843,999000.0,63.0,3,1,1,5,4,1,5,0,3,0.0,3,52.2632155,21.0269108,9,1048.27,270.89,599.86,14,246.0,7866,7,False,0,POINT (21.0269108 52.2632155)
5760,660000.0,47.04,2,1,1,2,3,1,5,1962,2,850.0,0,52.1916413227,20.893681336,1,5395.85,160.16,786.02,22,399.0,5780,11,False,1,POINT (20.893681336 52.1916413227)
1371,1245000.0,60.0,2,1,6,1,3,1,3,1933,2,800.0,0,52.23186,21.05565,1,1789.93,39.07,1644.09,9,473.0,1376,6,False,0,POINT (21.05565 52.23186)
5909,750000.0,60.9,3,1,1,11,12,1,5,1977,0,0.0,1,52.27072725,21.0528610946,4,168.87,188.21,718.3,17,168.0,5929,10,False,0,POINT (21.0528610946 52.27072725)
8974,2750000.0,88.14,3,1,0,2,9,2,5,2013,0,1596.0,0,52.2347473,20.9850375,6,501.95,157.48,1068.38,9,857.0,8999,17,False,0,POINT (20.9850375 52.2347473)
9134,590000.0,26.0,1,1,1,9,10,1,5,1970,0,0.0,0,52.24893,20.98588,4,1065.87,175.83,1177.68,9,669.0,9160,17,False,0,POINT (20.98588 52.24893)
10146,2499000.0,90.0,4,1,0,3,5,2,5,2008,2,0.0,0,52.2045375,20.9950559,6,936.64,280.46,1585.49,12,337.0,10179,4,False,0,POINT (20.9950559 52.2045375)
8420,990000.0,66.15,3,1,1,11,11,1,5,1980,0,1150.0,1,52.23724,20.93822,9,337.53,153.77,1389.6,18,727.0,8444,17,False,0,POINT (20.93822 52.23724)
